"","cpnd","dates","slope","r2","ChemFormula","O_C_ratio","RT1","RT2","Retention_index","d_alkane_RTI","Func_group_cat","Func_Group_Cat_3","Haofei_cat","Cstar_Cat"
"158","isopimaric acid",2020-12-01,0.000410369767951024,0.991212543216276,"C20H30O2",0.1,60.42923497,0.867945495,2385,2385.483871,"Acid","Acid","LOOA","CHO"
"159","isoeugenol",2020-12-01,0.00114884079284744,0.838248217522954,"C10H12O2",0.2,38.68753286,0.77815803,1591,1591.256831,"Alcohol","Alcohol","LOOA","CHO"
"160","homosalate, TMS",2020-12-01,0.000279962395229147,0.971215620762425,"C16H22O3",0.1875,52.31893278,0.927803805,2054,2054.814815,"Misc","Misc",NA,"CHO"
"161","hexadecanol, TMS",2020-12-01,0.000203898366104011,0.998343613665468,"C13H35O",0.076923077,50.60548866,0.528748405,1989,1989.261745,"Alcohol","Alcohol","LOOA","CHO"
"162","hexadecanamide",2020-12-01,0.00103343746498285,0.966037909006634,"C16H33NO",0.0625,56.35504561,1.227095355,2212,2212.903226,"Amide","Amide",NA,"CHON"
"163","gamma dodecalactone",2020-12-01,0.000561163558287074,0.999241632595666,"C12H22O2",0.166666667,42.4190334,1.89551315,1709,1709.756098,"Sugar","Sugar",NA,"CHO"
"164","galactosan",2020-12-01,0.00103897331225524,0.920260660576301,"C6H10O5",0.833333333,41.61942614,0.83801634,1684,1684.146341,"Sugar","Sugar",NA,"CHO"
"165","erythreitol",2020-12-01,0.000162041193679813,0.877560754302476,"C4H10O4",1,36.51717031,0.53872479,1528,1528.961749,"Alcohol","Alcohol","ISOPSOA","CHO"
"166","eicosanol, TMS",2020-12-01,0.000291550780224155,0.974468463690418,"C20H42O",0,60.54346457,0.548701175,2390,2390.322581,"Alcohol","Alcohol","LOOA","CHO"
"167","dodecyl benzene",2020-12-01,0.000289207021476675,0.993625229286579,"C18H30",0,48.66358532,0.61853587,1920,1920.805369,"Benz","Arom","Other","CH"
"168","dibenz(ah)anthracene",2020-12-01,0.000732767871173908,0.970746033784867,"C22H14",0,77.79213542,1.51641052,3280,3280.45977,"PAH","Arom",NA,"CH"
"169","cycloisolongifolene",2020-12-01,0.004031459422043,0.88548382650941,"C15H24",0,30.04415917,0.648465025,1355,1355.197993,"Sesq","Terpene","SESQ","CH"
"170","citronellol",2020-12-01,0.00123303954304049,0.846706006228472,"C10H20O",0.1,29.32070499,0.528748405,1338,1338.828029,"Alcohol","Alcohol",NA,"CHO"
"171","chrysene",2020-12-01,0.000497540562505198,0.997546710614101,"C18H12",0,63.627664,1.29693005,2531,2531.578947,"PAH","Arom",NA,"CH"
"172","cholesterol",2020-12-01,0.00039050252781951,0.992677438061286,"C27H46O",0.037037037,76.6117628,0.83801634,3209,3209.195402,"Alcohol","Sterol",NA,"CHO"
"173","borneol",2020-12-01,0.000863960809050306,0.915709609893854,"C10H18O",0.1,25.77958713,0.61853587,1254,1254.323789,"Alcohol","Alcohol",NA,"CHO"
"174","bisabolol",2020-12-01,0.00563535640888256,0.989044285511248,"C15H26O",0.066666667,44.3228602,0.55867756,1770,1770.731707,"Alcohol","Alcohol",NA,"CHO"
"175","beta-sitosterol",2020-12-01,0.000957162444046072,0.967988398590544,"C29H50O",0.034482759,79.8863449,0.867945495,3406,3406.593407,"Alcohol","Sterol",NA,"CHO"
"176","beta-nocaryophyllonic acid, TMS",2020-12-01,0.00155547183134887,0.990538474691733,"C14H22O4",0.285714286,50.49125905,1.725914605,1985,1985.234899,"Acid","Acid","SQSOA","CHO"
"177","beta-nocaryophyllone aldehyde",2020-12-01,0.00176544639764741,0.87613420350768,"C14H22O3",0.214285714,43.90401831,0.269362395,1757,1757.317073,"Aldehyde","Aldehyde","SQSOA","CHO"
"178","beta-nocaryophyllinic acid, TMS",2020-12-01,9.28763173175927e-05,0.970843974834412,"C13H20O5",0.384615385,54.18468305,1.247048125,2127,2127.407407,"Acid","Acid","SQSOA","CHO"
"179","beta-caryophyllonic acid, TMS",2020-12-01,0.000358029320802187,0.980076897672178,"C15H24O3",0.2,48.96819761,1.326859205,1931,1931.543624,"Acid","Acid","SQSOA","CHO"
"180","beta-caryophyllinic acid, TMS",2020-12-01,0.000352579349749609,0.935980068511035,"C14H22O4",0.285714286,52.47123893,0.927803805,2060,2060.740741,"Acid","Acid","SQSOA","CHO"
"181","beta-caryophyllene aldehyde",2020-12-01,0.000431484219799435,0.953251989111184,"C15H24O2",0.133333333,42.60941608,1.965347845,1715,1715.853659,"Aldehyde","Aldehyde","SQSOA","CHO"
"182","benzophenone",2020-12-01,0.000962210122361414,0.885955206384182,"C13H10O",0.076923077,41.01020157,1.17721343,1664,1664.634146,"PAH","Arom","Other","CHO"
"183","anthraquinone",2020-12-01,0.000528607971481647,0.993371307675178,"C14H8O2",0.142857143,51.36701938,1.446575825,2017,2017.777778,"PAH","Arom",NA,"CHO"
"184","abietic acid",2020-12-01,0.000510258737528035,0.990097627764917,"C20H30O2",0.1,62.2569087,0.83801634,2468,2468.421053,"Acid","Acid","LOOA","CHO"
"185","a-Amyrin",2020-12-01,0.000835184941116082,0.994116186787798,"C30H50O",0.033333333,81.14287059,1.05749681,3479,3479.120879,"Sesq","Alcohol",NA,"CHO"
"186","SESQ9",2020-12-01,0.000205086101434977,0.791625098980824,"C15H24",0,39.33483398,1.067473195,1610,1610.97561,"Sesq","Terpene","SESQ","CH"
"187","SESQ8",2020-12-01,0.00752787353614302,0.934132724477324,"C15H24",0,37.92600214,0.49881925,1569,1569.398907,"Sesq","Terpene","SESQ","CH"
"188","Me-OH-glutatric acid (?)",2020-12-01,0.000438677330276031,0.947323841814692,"C6H10O5",0.833333333,39.71559934,0.828039955,1623,1623.170732,"Acid","Acid","MOOA","CHO"
"189","MBTCA",2020-12-01,0.000209376637582349,0.993959923798627,"C8H12O6",0.75,44.51324288,0.97768573,1776,1776.829268,"Acid","Acid","MTSOA","CHO"
"190","FAME18 (Methyl Stearate)",2020-12-01,0.00028387753203375,0.995786220893951,"C19H38O2",0.105263158,55.06044338,0.71829972,2161,2161.481481,"Acid","Acid",NA,"CHO"
"191","FAME16 (Methyl Palmitate)",2020-12-01,0.000251172177697177,0.99505079082272,"C17H34O2",0.117647059,49.69165179,0.728276105,1957,1957.04698,"Acid","Acid",NA,"CHO"
"192","DEET",2020-12-01,0.000769042088728753,0.978090545578518,"C12H17NO",0.083333333,38.99214515,1.785772915,1600,1600,"Amide","Amide",NA,"CHON"
"193","C9 Diacid (azelaic acid)",2020-12-01,0.000177073786695963,0.991574268150858,"C9H16O4",0.444444444,45.88399818,0.947756575,1822,1822.818792,"Acid","Acid","MOOA","CHO"
"194","C28 acid",2020-12-01,0.00137799214370355,0.986831732933483,"C28H56O2",0.071428571,77.9825181,0.73825249,3291,3291.954023,"Acid","Acid","LOOA","CHO"
"195","C26 acid",2020-12-01,0.000925424886878739,0.969994690880432,"C26H52O2",0.076923077,74.47947678,0.71829972,3088,3088.172043,"Acid","Acid","LOOA","CHO"
"196","C24 acid",2020-12-01,0.000571062568495075,0.958241626068634,"C24H48O2",0.083333333,70.78605278,0.69834695,2886,2886.868687,"Acid","Acid","LOOA","CHO"
"197","C22 acid",2020-12-01,0.000660576161748662,0.991461240554261,"C22H44O2",0.090909091,66.82609303,0.688370565,2684,2684.90566,"Acid","Acid","LOOA","CHO"
"198","C17 acid",2020-12-01,0.000494049620999498,0.972938227212919,"C17H34O2",0.117647059,55.47928528,0.668417795,2177,2177.777778,"Acid","Acid","LOOA","CHO"
"199","C16 Acid",2020-12-01,0.000109653555005152,0.704263120488259,"C16H32O2",0.125,52.92815736,0.688370565,2078,2078.518519,"Acid","Acid","LOOA","CHO"
"200","C14 Diacid",2020-12-01,0.000299103916272938,0.959475443885712,"C14H26O4",0.285714286,58.83002045,0.887898265,2317,2317.741935,"Acid","Acid","MOOA","CHO"
"201","C13 acid",2020-12-01,0.000170832914550709,0.964470540912734,"C13H26O2",0.153846154,44.51324288,0.688370565,1776,1776.829268,"Acid","Acid","LOOA","CHO"
"202","C12 diacid",2020-12-01,0.00024791779575067,0.980268675522018,"C12H22O4",0.333333333,53.99430037,0.907851035,2120,2120,"Acid","Acid","MOOA","CHO"
"203","C10 diacid (sebacic acid)",2020-12-01,0.000171319522049351,0.996380544742564,"C10H18O4",0.4,48.70166185,0.93778019,1922,1922.147651,"Acid","Acid","MOOA","CHO"
"204","C35",2020-12-01,0.00126038303390431,0.992469678189789,"C35H72",0,82.6278555,0.71829972,3564,3564.835165,"Alkane","Alkane","Hydrocarbon","CH"
"205","C33",2020-12-01,0.000874723699911078,0.980819144499101,"C33H38",0,79.16289072,0.63848864,3363,3363.218391,"Alkane","Alkane","Hydrocarbon","CH"
"206","C32",2020-12-01,0.000729116555780164,0.982428372603577,"C32H66",0,77.44944659,0.628512255,3259,3259.770115,"Alkane","Alkane","Hydrocarbon","CH"
"207","C31",2020-12-01,0.000578299995015804,0.978954801063615,"C31H64",0,75.73600247,0.61853587,3159,3159.139785,"Alkane","Alkane","Hydrocarbon","CH"
"208","C30",2020-12-01,0.000482668339128723,0.97944432725786,"C30H62",0,73.94640527,0.5985831,3058,3058.064516,"Alkane","Alkane","Hydrocarbon","CH"
"209","C29",2020-12-01,0.000503808172439165,0.98576522000337,"C29H60",0,72.08065501,0.588606715,2955,2955.555556,"Alkane","Alkane","Hydrocarbon","CH"
"210","C28",2020-12-01,0.000378919879557886,0.986404882698852,"C28H58",0,70.13875167,0.57863033,2852,2852.525253,"Alkane","Alkane","Hydrocarbon","CH"
"211","C27",2020-12-01,0.000549243435220982,0.998452093353374,"C27H56",0,68.15877179,0.568653945,2750,2750.943396,"Alkane","Alkane","Hydrocarbon","CH"
"212","C26",2020-12-01,0.000788446018082677,0.996220742105027,"C26H54",0,66.10263884,0.568653945,2649,2649.056604,"Alkane","Alkane","Hydrocarbon","CH"
"213","C25",2020-12-01,0.000463560692953866,0.998826504754916,"C25H52",0,63.93227628,0.55867756,2545,2545.614035,"Alkane","Alkane","Hydrocarbon","CH"
"214","C24",2020-12-01,0.000422913863040581,0.994967376683571,"C24H50",0,61.72383719,0.548701175,2443,2443.859649,"Alkane","Alkane","Hydrocarbon","CH"
"215","C23",2020-12-01,0.000285798955684387,0.998260177972501,"C23H48",0,59.40116849,0.548701175,2341,2341.935484,"Alkane","Alkane","Hydrocarbon","CH"
"216","C22",2020-12-01,0.000262831071856157,0.999181759840235,"C22H46",0,56.96427018,0.53872479,2238,2238.709677,"Alkane","Alkane","Hydrocarbon","CH"
"217","C21",2020-12-01,0.000275352725670446,0.998228039315383,"C21H44",0,54.4512188,0.51877202,2137,2137.777778,"Alkane","Alkane","Hydrocarbon","CH"
"218","C20",2020-12-01,0.000261756930485056,0.997253167754528,"C20H42",0,51.78586128,0.51877202,2034,2034.074074,"Alkane","Alkane","Hydrocarbon","CH"
"219","C19",2020-12-01,0.000250680640123062,0.997630483988342,"C19H40",0,49.04435068,0.508795635,1934,1934.228188,"Alkane","Alkane","Hydrocarbon","CH"
"220","C18",2020-12-01,0.000478701252714404,0.964510758783585,"C18H38",0,46.1124574,0.49881925,1830,1830.872483,"Alkane","Alkane","Hydrocarbon","CH"
"221","C17",2020-12-01,0.000746883074980843,0.971037874698187,"C17H36",0,43.06633451,0.488842865,1730,1730.487805,"Alkane","Alkane","Hydrocarbon","CH"
"222","C16",2020-12-01,0.00137664666988889,0.979330269480979,"C16H34",0,39.82982895,0.488842865,1626,1626.829268,"Alkane","Alkane","Hydrocarbon","CH"
"223","9H-Florenone",2020-12-01,0.000326605903985542,0.994914710358314,"C13H10",0,44.55131942,1.386717515,1778,1778.04878,"Ketone","Ketone",NA,"CH"
"224","4-nitrocatechol",2020-12-01,0.000538627439052708,0.970526167232879,"C6H5NO4",0.666666667,44.28478367,1.566292445,1769,1769.512195,"Cat","Cat",NA,"CHON"
"225","4-hydroxybenzoic acid",2020-12-01,0.000128960767603572,0.884775421198246,"C7H6O3",0.428571429,40.59135967,0.887898265,1651,1651.219512,"Acid","Acid",NA,"CHO"
"226","4, 4 dimethoxy-benzophenone",2020-12-01,0.000459082967803891,0.973522570787337,"C15H14O3",0.2,58.25887241,1.446575825,2293,2293.548387,"Ketone","Ketone",NA,"CHO"
"227","2-Ketoglutaric acid, tri-TMS",2020-12-01,0.00359930863740875,0.818720458541541,"C5H6O5",1,39.90598202,0.7981108,1629,1629.268293,"Acid","Acid","MOOA","CHO"
"228","16-OH C16 Acid, TMS",2020-12-01,0.000864333802475108,0.970926876476624,"C16H32O3",0.1875,61.4192249,0.688370565,2429,2429.824561,"Acid","Acid","LOOA","CHO"
"229","12-OH C18 Acid, TMS",2020-12-01,0.000824263969968866,0.999751593942874,"C18H36O3",0.166666667,62.29498523,0.69834695,2470,2470.175439,"Acid","Acid","LOOA","CHO"
"230","xanthone",2020-12-04,0.000463861259363276,0.969529145794596,"C13H8O2",0.153846154,48.24474342,1.37674113,1906,1906.040268,"Ketone","Ketone",NA,"CHO"
"231","verbenone (-)",2020-12-04,0.00860864770383343,0.83094613458749,"C10H14O",0.1,25.09420948,2.065111695,1237,1237.171543,"Ketone","Ketone",NA,"CHO"
"232","vanillin",2020-12-04,0.000802825780395594,0.916392663075953,"C8H8O3",0.375,37.54523678,1.33683559,1558,1558.469945,"Aldehyde","Aldehyde","BBOA","CHO"
"233","vanillic acid",2020-12-04,0.000221764457196428,0.995127246227866,"C8H8O4",0.5,44.89400825,0.87792188,1789,1789.02439,"Acid","Acid",NA,"CHO"
"234","tridecanal (?)",2020-12-04,0.00307908247230965,0.808118731544914,"C13H26O",0.076923077,36.8217826,0.927803805,1537,1537.704918,"Aldehyde","Aldehyde",NA,"CHO"
"235","triacetin",2020-12-04,0.00412155648834192,0.992052606749064,"C9H14O6",0.666666667,30.386848,2.11499362,1362,1362.952186,"Misc","Misc",NA,"CHO"
"236","threitol",2020-12-04,0.000606862547056266,0.906070294233404,"C4H10O4",1,36.25063456,0.528748405,1521,1521.311475,"Alcohol","Alcohol","ISOPSOA","CHO"
"237","syringol",2020-12-04,0.0018481898934368,0.99834062923433,"C8H10O3",0.375,32.67144016,0.81806357,1418,1418.579235,"Alcohol","Alcohol","LOOA","CHO"
"238","syringic acid",2020-12-04,0.000257678605435925,0.983571259594469,"C9H10O5",0.555555556,48.77781493,0.87792188,1924,1924.832215,"Acid","Acid",NA,"CHO"
"239","syringaldehyde",2020-12-04,0.000298265217021094,0.993538757707811,"C9H10O4",0.444444444,42.95210491,1.326859205,1726,1726.829268,"Aldehyde","Aldehyde",NA,"CHO"
"240","stigmasterol",2020-12-04,0.0012362149232315,0.998574364238146,"C19H48O",0.052631579,78.85827843,0.85796911,3344,3344.827586,"Misc","Sterol",NA,"CHO"
"241","squalene",2020-12-04,0.000460169015017065,0.948057532680167,"C30H50",0,70.44336395,0.5985831,2868,2868.686869,"Misc","Terpene","SESQ","CH"
"242","sinapinaldehyde",2020-12-04,0.000617930729200299,0.985361528969909,"C11H12O4",0.363636364,51.74778474,1.53636329,2032,2032.592593,"Aldehyde","Aldehyde",NA,"CHO"
"243","retene",2020-12-04,0.000250317567886126,0.995302365967831,"C18H18",0,57.64964783,1.047520425,2267,2267.741935,"PAH","Arom",NA,"CH"
"244","resorcinol",2020-12-04,0.000837489827058808,0.91908743056563,"C6H6O2",0.333333333,31.98606251,0.728276105,1399,1399.138423,"Cat","Cat",NA,"CHO"
"245","quinoline",2020-12-04,0.00100107542182422,0.906773824526734,"C9H7N",0,26.73150054,1.09740235,1278,1278.146352,"PAH","Arom",NA,"CHN"
"246","pyrocatechol",2020-12-04,0.00314709278906083,0.960766217462795,"C6H6O2",0.333333333,29.35878153,0.67839418,1339,1339.689606,"Cat","Cat",NA,"CHO"
"247","pyrene",2020-12-04,0.000284236817230386,0.991790742172902,"C10H16",0,55.32697913,1.21711897,2171,2171.851852,"PAH","Arom",NA,"CH"
"248","pinonic acid",2020-12-04,0.00200006157441713,0.98518560479491,"C10H16O3",0.3,37.27870103,1.466528595,1550,1550.819672,"Acid","Acid","MTSOA","CHO"
"249","pinic acid 2",2020-12-04,0.00110447573648089,0.992370966828558,"C9H14O4",0.444444444,42.03826804,0.97768573,1697,1697.560976,"Acid","Acid","MTSOA","CHO"
"250","pinic acid 1",2020-12-04,0.000777725850040347,0.994530557485564,"C9H14O4",0.444444444,41.8859619,0.967709345,1692,1692.682927,"Acid","Acid","MTSOA","CHO"
"251","phthalimide",2020-12-04,0.000764320914636063,0.990894586375392,"C8H5NO2",0.25,38.76368594,1.13730789,1593,1593.442623,"Amide","Misc",NA,"CHON"
"252","phthalic acid",2020-12-04,0.000800293895282679,0.907594380181685,"C8H6O4",0.5,42.57133954,1.107378735,1714,1714.634146,"Acid","Acid",NA,"CHO"
"253","perylene",2020-12-04,0.000331277914188841,0.985031271120841,"C20H12",0,72.30911422,1.45655221,2967,2967.676768,"PAH","Arom",NA,"CH"
"254","pentadecanone",2020-12-04,0.000418887856697821,0.982083102974722,"C15H30O",0.066666667,42.95210491,0.947756575,1726,1726.829268,"Ketone","Ketone","LOOA","CHO"
"255","palmitoleic Acid",2020-12-04,0.000588964642287951,0.986962638128713,"C16H30O2",0.125,52.35700932,0.708323335,2056,2056.296296,"Acid","Acid","LOOA","CHO"
"256","p-anisic acid (4-methozybenzoic acid)",2020-12-04,0.000766115236940445,0.988655146334962,"C8H8O3",0.375,37.05024181,0.967709345,1544,1544.262295,"Acid","Acid",NA,"CHO"
"257","oleic Acid, TMS",2020-12-04,0.000352294840094124,0.951456302815784,"C18H34O2",0.111111111,57.26888247,0.69834695,2251,2251.612903,"Acid","Acid","LOOA","CHO"
"258","octadecanone",2020-12-04,0.000383977450160511,0.99065026642695,"C18H36O",0.055555556,51.7097082,0.847992725,2031,2031.111111,"Ketone","Ketone","LOOA","CHO"
"259","octadecanol",2020-12-04,0.000164710093943725,0.996750087546624,"C18H38O",0.055555556,55.8219741,0.548701175,2191,2191.111111,"Alcohol","Alcohol","LOOA","CHO"
"260","octadecanal (?)",2020-12-04,0.00127599619342314,0.977923560072449,"C18H36O",0.055555556,52.35700932,0.867945495,2056,2056.296296,"Aldehyde","Aldehyde",NA,"CHO"
"261","nonanol",2020-12-04,0.00401038952835726,0.9637124466749,"C9H20O",0.111111111,28.40686812,0.508795635,1318,1318.150179,"Alcohol","Alcohol","LOOA","CHO"
"262","monostearin TMS",2020-12-04,0.00912298625469693,0.979122004373936,"C21H42O4",0.19047619,68.92030251,0.708323335,2788,2788.679245,"Alcohol","Alcohol",NA,"CHO"
"263","monopalmitin",2020-12-04,0.000753386899984752,0.965336781108539,"C19H38O4",0.210526316,65.68379694,0.748228875,2628,2628.301887,"Alcohol","Alcohol",NA,"CHO"
"264","mannosan",2020-12-04,0.00401649869985955,0.946536875975118,"C6H10O5",0.833333333,42.30480379,0.85796911,1706,1706.097561,"Sugar","Sugar",NA,"CHO"
"265","maltol",2020-12-04,0.0170486672140519,0.982949201056946,"C6H6O3",0.5,28.33071505,1.09740235,1316,1316.427025,"Alcohol","Alcohol",NA,"CHO"
"266","lupeol",2020-12-04,0.000715588749699686,0.906135021346373,"C30H50O",0.033333333,81.21902366,1.03754404,3483,3483.516484,"Misc","Misc",NA,"CHO"
"267","linoleic Acid, TMS",2020-12-04,0.000745594023753685,0.954991061230048,"C18H32O2",0.111111111,57.11657633,0.69834695,2245,2245.16129,"Acid","Acid","LOOA","CHO"
"268","levoglucosan",2020-12-04,0.00162057126473808,0.996761100518166,"C6H10O5",0.833333333,42.95210491,0.847992725,1726,1726.829268,"Sugar","Sugar","BBOA","CHO"
"269","ketopinic acid",2020-12-04,0.00178180017274264,0.996006746172038,"C10H14O3",0.3,36.55524684,1.326859205,1530,1530.054645,"Acid","Acid","MTSOA","CHO"
"270","isopimaric acid",2020-12-04,0.000372451584570579,0.993565624819087,"C20H30O2",0.1,60.42923497,0.867945495,2385,2385.483871,"Acid","Acid","LOOA","CHO"
"271","isoeugenol",2020-12-04,0.00117604600596295,0.880240508825827,"C10H12O2",0.2,38.68753286,0.77815803,1591,1591.256831,"Alcohol","Alcohol","LOOA","CHO"
"272","ionone",2020-12-04,0.00696980029339038,0.900287904127175,"C13H20O",0.076923077,33.73758317,1.33683559,1449,1449.180328,"Ketone","Ketone",NA,"CHO"
"273","hydroquinone",2020-12-04,0.00073136204139719,0.900481068656741,"C6H6O2",0.333333333,32.74759324,0.728276105,1420,1420.765027,"Benz","Arom",NA,"CHO"
"274","homosalate, TMS",2020-12-04,0.000343701485532818,0.974842249914671,"C16H22O3",0.1875,52.31893278,0.927803805,2054,2054.814815,"Misc","Misc",NA,"CHO"
"275","hexadecanol, TMS",2020-12-04,0.000254362440094356,0.995026244243581,"C13H35O",0.076923077,50.60548866,0.528748405,1989,1989.261745,"Alcohol","Alcohol","LOOA","CHO"
"276","hexadecanamide",2020-12-04,0.00136790038224545,0.950838126686967,"C16H33NO",0.0625,56.35504561,1.227095355,2212,2212.903226,"Amide","Amide",NA,"CHON"
"277","glyceric acid (?)",2020-12-04,0.038161473902058,0.967442161213947,"C3H6O4",1.333333333,29.92992957,0.688370565,1352,1352.613262,"Acid","Acid","ISOPSOA","CHO"
"278","gamma dodecalactone",2020-12-04,0.000695391969558831,0.975167340829524,"C12H22O2",0.166666667,42.4190334,1.89551315,1709,1709.756098,"Sugar","Sugar",NA,"CHO"
"279","galactosan",2020-12-04,0.00365091201887034,0.923508767865951,"C6H10O5",0.833333333,41.61942614,0.83801634,1684,1684.146341,"Sugar","Sugar",NA,"CHO"
"280","farnesol",2020-12-04,0.000686661867423319,0.964096903514164,"C15H26O",0.066666667,46.15053394,0.548701175,1832,1832.214765,"Alcohol","Alcohol",NA,"CHO"
"281","erythreitol",2020-12-04,0.000499253452093068,0.976766636050357,"C4H10O4",1,36.51717031,0.53872479,1528,1528.961749,"Alcohol","Alcohol","ISOPSOA","CHO"
"282","ergosterol",2020-12-04,0.00242845634256047,0.917499701450861,"C28H44O",0,78.05867117,0.83801634,3296,3296.551724,"Alcohol","Sterol",NA,"CHO"
"283","eicosanol, TMS",2020-12-04,0.00029565165429132,0.966088858640065,"C20H42O",0,60.54346457,0.548701175,2390,2390.322581,"Alcohol","Alcohol","LOOA","CHO"
"284","dodecyl benzene",2020-12-04,0.000366823419474061,0.997900646225463,"C18H30",0,48.66358532,0.61853587,1920,1920.805369,"Benz","Arom","Other","CH"
"285","dimethyl Glutaric Acid, TMS",2020-12-04,0.00148755964056842,0.906684536917794,"C7H12O4",0.571428571,34.00411893,0.89787465,1456,1456.830601,"Acid","Acid","MOOA","CHO"
"286","dibenz(ah)anthracene",2020-12-04,0.000727550776934855,0.966565571871052,"C22H14",0,77.79213542,1.51641052,3280,3280.45977,"PAH","Arom",NA,"CH"
"287","deoxycholic Acid (maybe)",2020-12-04,0.00334937685674275,0.905735232876683,"C24H40O4",0.166666667,78.89635496,0.967709345,3347,3347.126437,"Acid","Acid","LOOA","CHO"
"288","cycloisolongifolene",2020-12-04,0.00889414777352317,0.948749363576461,"C15H24",0,30.04415917,0.648465025,1355,1355.197993,"Sesq","Terpene","SESQ","CH"
"289","citronellol",2020-12-04,0.00403292620688866,0.917002234341249,"C10H20O",0.1,29.32070499,0.528748405,1338,1338.828029,"Alcohol","Alcohol",NA,"CHO"
"290","cis-Vaccenic Acid, TMS",2020-12-04,0.000677658355043126,0.983995946031062,"C18H34O2",0.111111111,57.45926515,0.688370565,2259,2259.677419,"Acid","Acid","LOOA","CHO"
"291","chrysene",2020-12-04,0.00041240209932767,0.97086678993722,"C18H12",0,63.627664,1.29693005,2531,2531.578947,"PAH","Arom",NA,"CH"
"292","cholesterol",2020-12-04,0.00051806888850953,0.981574142319169,"C27H46O",0.037037037,76.6117628,0.83801634,3209,3209.195402,"Alcohol","Sterol",NA,"CHO"
"293","borneol",2020-12-04,0.00303846902627643,0.855279776222319,"C10H18O",0.1,25.77958713,0.61853587,1254,1254.323789,"Alcohol","Alcohol",NA,"CHO"
"294","bisabolol",2020-12-04,0.0134920088072572,0.936992504415182,"C15H26O",0.066666667,44.3228602,0.55867756,1770,1770.731707,"Alcohol","Alcohol",NA,"CHO"
"295","beta-sitosterol",2020-12-04,0.00169884478003732,0.997865988862127,"C29H50O",0.034482759,79.8863449,0.867945495,3406,3406.593407,"Alcohol","Sterol",NA,"CHO"
"296","beta-nocaryophyllonic acid, TMS",2020-12-04,0.00166003354660957,0.976931098980959,"C14H22O4",0.285714286,50.49125905,1.725914605,1985,1985.234899,"Acid","Acid","SQSOA","CHO"
"297","beta-nocaryophyllone aldehyde",2020-12-04,0.00330957175165611,0.955398105930574,"C14H22O3",0.214285714,43.90401831,0.269362395,1757,1757.317073,"Aldehyde","Aldehyde","SQSOA","CHO"
"298","beta-nocaryophyllinic acid, TMS",2020-12-04,0.00016284618190407,0.677471540336528,"C13H20O5",0.384615385,54.18468305,1.247048125,2127,2127.407407,"Acid","Acid","SQSOA","CHO"
"299","beta-caryophyllonic acid, TMS",2020-12-04,0.000347303127740404,0.97669207083006,"C15H24O3",0.2,48.96819761,1.326859205,1931,1931.543624,"Acid","Acid","SQSOA","CHO"
"300","beta-caryophyllinic acid, TMS",2020-12-04,0.000501079054721594,0.957758251125639,"C14H22O4",0.285714286,52.47123893,0.927803805,2060,2060.740741,"Acid","Acid","SQSOA","CHO"
"301","beta-caryophyllene aldehyde",2020-12-04,0.000542507065532315,0.973555406553008,"C15H24O2",0.133333333,42.60941608,1.965347845,1715,1715.853659,"Aldehyde","Aldehyde","SQSOA","CHO"
"302","benzophenone",2020-12-04,0.000479945122288574,0.908985693039241,"C13H10O",0.076923077,41.01020157,1.17721343,1664,1664.634146,"PAH","Arom","Other","CHO"
"303","anthraquinone",2020-12-04,0.000588199973901501,0.994703342181315,"C14H8O2",0.142857143,51.36701938,1.446575825,2017,2017.777778,"PAH","Arom",NA,"CHO"
"304","abietic acid",2020-12-04,0.000396486655927448,0.97077536342752,"C20H30O2",0.1,62.2569087,0.83801634,2468,2468.421053,"Acid","Acid","LOOA","CHO"
"305","a-Amyrin",2020-12-04,0.000395982746211496,0.933420054703471,"C30H50O",0.033333333,81.14287059,1.05749681,3479,3479.120879,"Sesq","Alcohol",NA,"CHO"
"306","SESQ9",2020-12-04,0.000816665017665106,0.849935868073921,"C15H24",0,39.33483398,1.067473195,1610,1610.97561,"Sesq","Terpene","SESQ","CH"
"307","SESQ8",2020-12-04,0.0143537183164345,0.975400348240126,"C15H24",0,37.92600214,0.49881925,1569,1569.398907,"Sesq","Terpene","SESQ","CH"
"308","SESQ7",2020-12-04,0.016126253578657,0.989026774856692,"C15H24",0,36.8217826,0.53872479,1537,1537.704918,"Sesq","Terpene","SESQ","CH"
"309","Me-OH-glutatric acid (?)",2020-12-04,0.00174356405518886,0.968577314015,"C6H10O5",0.833333333,39.71559934,0.828039955,1623,1623.170732,"Acid","Acid","MOOA","CHO"
"310","MBTCA",2020-12-04,0.00036427612061688,0.75587889288728,"C8H12O6",0.75,44.51324288,0.97768573,1776,1776.829268,"Acid","Acid","MTSOA","CHO"
"311","FAME18 (Methyl Stearate)",2020-12-04,0.000372992602362505,0.990171522443889,"C19H38O2",0.105263158,55.06044338,0.71829972,2161,2161.481481,"Acid","Acid",NA,"CHO"
"312","FAME16 (Methyl Palmitate)",2020-12-04,0.000348926179762853,0.995192307676387,"C17H34O2",0.117647059,49.69165179,0.728276105,1957,1957.04698,"Acid","Acid",NA,"CHO"
"313","DEET",2020-12-04,0.000640498697427672,0.984254692735247,"C12H17NO",0.083333333,38.99214515,1.785772915,1600,1600,"Amide","Amide",NA,"CHON"
