Compound.Name,assigned_cluster_1,anthro_influenced_1,influence_type_1,notes_1,assigned_cluster_2,anthro_influenced_2,influence_type_2,notes_2,ES_Comp_Name,Tracer_key,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,cumsum_ISrawnorm,vol_frac_1,vol_frac_2,Overlap_Class
1213_2145_blob_1229,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",616,limonox_S_blob_847,512,7.22E-05,0.172096193,0.230717631,Both_UP
1213_2145_blob_1254,12,TRUE,UP,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,gamma dodecalactone,NA,10-Methylundecan-4-olide,701,apin_ox_S_blob_677,509,0.000337252,0.064918255,0.230717631,Both_UP
1202_0046_blob_1032,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"§-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",678,limonox_S_blob_788,507,2.66E-05,0.172096193,0.230717631,Both_UP
1129_1334_blob_1073,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucofuranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,5-bis(butylboronate)",677,bcp_ox_L_blob_609,494,0.000162977,0.172096193,0.230717631,Both_UP
1129_1334_blob_1173,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"D-(-)-Ribofuranose, tetrakis(trimethylsilyl) ether (isomer 2)",767,myrc_ox_L_blob_735,492,4.55E-05,0.172096193,0.230717631,Both_UP
1129_1334_blob_924,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"§-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",706,limonox_S_blob_788,490,2.60E-05,0.172096193,0.230717631,Both_UP
1128_1901_blob_1085,13,TRUE,UP,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"{Sulfanediylbis[(4-chlorobenzene-2,1-diyl)oxy]}bis(trimethylsilane)",593,limonox_S_blob_593,488,2.12E-05,0.02422841,0.230717631,Both_UP
1221_0832_blob_43,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"3,4-Dimethyl-1-pentamethyldisilyloxycyclohexane",614,apin_ox_S_blob_592,487,0.001360472,0.172096193,0.230717631,Both_UP
1202_1412_blob_1207,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",658,limonox_S_blob_701,481,7.04E-05,0.172096193,0.230717631,Both_UP
1129_1334_blob_1324,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Acrylic acid, 2,3-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester",854,myrc_ox_L_blob_718,480,2.49E-05,0.172096193,0.230717631,Both_UP
1213_2145_blob_1004,12,TRUE,UP,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",683,apin_ox_S_blob_592,479,5.02E-05,0.064918255,0.230717631,Both_UP
1213_2145_blob_1041,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"§-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",670,limonox_S_blob_701,469,6.68E-05,0.172096193,0.230717631,Both_UP
1202_1412_blob_1579,12,TRUE,UP,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"§-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",648,apin_ox_S_blob_592,448,1.10E-05,0.064918255,0.230717631,Both_UP
1202_1412_blob_1087,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",710,limonox_S_blob_687,444,4.16E-05,0.172096193,0.230717631,Both_UP
1129_1334_blob_1503,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"§-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",648,limonox_S_blob_687,442,5.13E-05,0.172096193,0.230717631,Both_UP
1213_2145_blob_1204,13,TRUE,UP,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",653,limonox_S_blob_687,439,0.000299695,0.02422841,0.230717631,Both_UP
1128_1901_blob_844,12,TRUE,UP,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"2,6-Bis(trimethylsilylmethyl)pyridine",589,limonox_S_blob_746,405,5.33E-05,0.064918255,0.230717631,Both_UP
1221_0832_blob_797,12,TRUE,UP,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,4-Propylacridine,649,apin_ox_S_blob_592,394,0.000620502,0.064918255,0.230717631,Both_UP
1128_1901_blob_1714,12,TRUE,UP,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,1-((Dicyclohexylphosphorothioyl)methyl)piperidine,666,limonox_S_blob_767,390,0.000215216,0.064918255,0.230717631,Both_UP
1128_1901_blob_948,10,TRUE,BB,Levoglucosan here,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Pentanedioic acid, 2TMS derivative",851,myrc_ox_L_blob_563,885,0.00160348,0.101396088,0.230717631,
1213_2145_blob_760,6,TRUE,BB,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"2-Methyl-cis-7,8-epoxynonadecane",661,limonox_S_blob_871,634,4.29E-05,0.023154976,0.230717631,
1129_1334_blob_907,10,TRUE,BB,Levoglucosan here,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",702,myrc_ox_L_blob_694,623,0.000109753,0.101396088,0.230717631,
1129_1334_blob_625,10,TRUE,BB,Levoglucosan here,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"D-Ribofuranose, 1,2,3,5-tetrakis-O-(trimethylsilyl)-",774,myrc_ox_L_blob_727,600,9.36E-05,0.101396088,0.230717631,
1213_2145_blob_811,10,TRUE,BB,Levoglucosan here,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"D-Gluco-Hexodialdodifuranoside, dimethyl 2,5-bis-O-(trimethylsilyl)-",602,limonox_S_blob_649,571,3.09E-05,0.101396088,0.230717631,
1213_2145_blob_1472,10,TRUE,BB,Levoglucosan here,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",670,limonox_S_blob_847,553,0.000104816,0.101396088,0.230717631,
1129_1334_blob_1495,6,TRUE,BB,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"D-(-)-Ribofuranose, tetrakis(trimethylsilyl) ether (isomer 1)",757,myrc_ox_L_blob_630,550,1.43E-05,0.023154976,0.230717631,
1213_2145_blob_1314,6,TRUE,BB,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",629,limonox_S_blob_706,536,2.06E-05,0.023154976,0.230717631,
1202_0046_blob_1139,6,TRUE,BB,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",630,limonox_S_blob_659,515,3.09E-05,0.023154976,0.230717631,
1129_1334_blob_1209,6,TRUE,BB,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Anthiaergosta-5,7,9-trien-3-one",572,bcp_ox_L_blob_641,432,7.27E-06,0.023154976,0.230717631,
1221_0832_blob_649,10,TRUE,BB,Levoglucosan here,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,Quininic acid (5TMS),731,limonox_S_blob_725,424,0.000102467,0.101396088,0.230717631,
1129_1334_blob_672,10,TRUE,BB,Levoglucosan here,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"D-Pinitol, pentakis(trimethylsilyl) ether",826,limonox_S_blob_632,413,4.61E-05,0.101396088,0.230717631,
1129_1334_blob_1095,13,TRUE,UP,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,"beta-nocaryophyllinic acid, TMS",SQT3,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",682,limonox_S_blob_905,556,0.0002087,0.02422841,0.230717631,Both_UP
1221_0832_blob_953,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",3,TRUE,UP,strogn urban plume corr and strong IEPOX,"beta-nocaryophyllonic acid, TMS",SQT5,"1b,4a-Epoxy-2H-cyclopenta[3,4]cyclopropa[8,9]cycloundec[1,2-b]oxiren-5(6H)-one, 7-(acetyloxy)decahydro-2,9,10-trihydroxy-3,6,8,8,10a-pentamethyl-",615,limonox_S_blob_788,498,0.002061447,0.043048537,0.230717631,IOP2_UP
1202_1412_blob_1,10,TRUE,BB,Levoglucosan here,4,TRUE,BB,very strong BB corr- the strongest factor,levoglucosan,BB1,"Levoglucosan, 3TMS derivative",827,apin_ox_L_blob_553,545,0.307889433,0.101396088,0.525616926,Both_BB
1129_1334_blob_662,10,TRUE,BB,Levoglucosan here,4,TRUE,BB,very strong BB corr- the strongest factor,galactosan,BB3,"D-(-)-Lyxofuranose, tetrakis(trimethylsilyl) ether",797,apin_ox_L_blob_551,496,0.001667404,0.101396088,0.525616926,Both_BB
1129_1334_blob_820,10,TRUE,BB,Levoglucosan here,4,TRUE,BB,very strong BB corr- the strongest factor,vanillin,BB4,"Vanillin, TMS derivative",883,limonox_S_blob_630,358,0.000250437,0.101396088,0.525616926,Both_BB
Blob with BlobID = 547,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"D-Ribo-Hexonic acid, 3-deoxy-2,5,6-tris-O-(trimethylsilyl)-, lactone",685,NA,NA,0.007110488,NA,0.525616926,IOP2_BB
Blob with BlobID = 562,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"§-D-Galactopyranoside, methyl 2,4-bis-O-(trimethylsilyl)-, diacetate",647,NA,NA,0.004982947,NA,0.525616926,IOP2_BB
Blob with BlobID = 561,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Levoglucosan, 3TMS derivative",831,NA,NA,0.001590701,NA,0.525616926,IOP2_BB
1221_0832_blob_577,4,FALSE,NA,some HC influence but not clear,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"D-(-)-Erythrose, tris(trimethylsilyl) ether, ethyloxime (isomer 1)",687,apin_ox_L_blob_553,671,0.000317318,0.033971825,0.525616926,IOP2_BB
1206_0924_blob_184,9,FALSE,NA,some amd HC and BB but none strong,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2-Oxooctanoic acid, TMS derivative",684,myrc_ox_L_blob_592,654,0.000441434,0.348714465,0.525616926,IOP2_BB
1206_0924_blob_226,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Undecanoic acid, 11-fluoro-, trimethylsilyl ester",635,myrc_ox_L_blob_627,625,0.000311683,NA,0.525616926,IOP2_BB
1206_0924_blob_101,9,FALSE,NA,some amd HC and BB but none strong,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Pyruvic acid, TMS derivative",694,apin_ox_L_blob_588,596,0.000743111,0.348714465,0.525616926,IOP2_BB
1128_1901_blob_1418,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"5-Hydroxymethyl-2,2,5-trimethyl-1,3-dioxane, TMS derivative",675,myrc_ox_L_blob_627,586,0.000861736,0.046678541,0.525616926,IOP2_BB
1221_0832_blob_976,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",672,limonox_S_blob_847,571,0.000421175,0.063370583,0.525616926,IOP2_BB
1205_0335_blob_80,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"§-D-Galactopyranoside, methyl 2,4-bis-O-(trimethylsilyl)-, diacetate",644,myrc_ox_L_blob_606,539,3.47E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_344,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(butylboronate)",557,bcp_ox_L_blob_62,536,6.55E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_384,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"3-Ethylpentan-3-ol, trimethylsilyl ether",627,myrc_ox_L_blob_630,531,6.06E-05,NA,0.525616926,IOP2_BB
1128_1901_blob_687,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Nonadecanoic acid, TMS derivative",869,bcp_ox_L_blob_18,530,5.27E-05,0.046678541,0.525616926,IOP2_BB
1221_2326_blob_887,4,FALSE,NA,some HC influence but not clear,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Undecanoic acid, 11-fluoro-, trimethylsilyl ester",718,bcp_ox_L_blob_18,526,9.08E-06,0.033971825,0.525616926,IOP2_BB
1206_0924_blob_86,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"§-D-Galactopyranoside, methyl 2,4,6-tris-O-(trimethylsilyl)-, acetate",657,myrc_ox_L_blob_562,519,0.000307502,NA,0.525616926,IOP2_BB
1129_1334_blob_1018,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Androst-4,9(11),16-trien-3-one, 16-[2-(methylcarbonyloxy)-1-oxoethyl]-",624,bcp_ox_L_blob_678,512,0.000413839,NA,0.525616926,IOP2_BB
1206_0924_blob_542,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Ethanone, 1-[4-(5-methyl-2-thienylmethylideneamino)phenyl]-",691,limonox_S_blob_1039,510,8.08E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_69,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"§-D-Galactopyranoside, methyl 2,4-bis-O-(trimethylsilyl)-, diacetate",610,myrc_ox_L_blob_586,504,7.46E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_214,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"3-Vanil-1,2-bis(trimethylsilyloxy)propane",749,apin_ox_S_blob_592,481,7.00E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_286,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2,6-Pyridinedicarboxylic acid, 2TMS derivative",593,limonox_S_blob_659,471,7.65E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_635,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Androst-4-ene-3,17-dione, 2-[(trimethylsilyl)oxy]-, (2§)-",601,myrc_ox_L_blob_628,464,3.14E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_552,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2-[4-methyl-6-(2,6,6-trimethylcyclohex-1-enyl)hexa-1,3,5-trienyl]cyclohex-1-en-1-carboxaldehyde",638,limonox_S_blob_701,462,4.25E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_75,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,sinapinaldehyde,NA,"Sinapaldehyde, TMS derivative",805,bcp_ox_L_blob_641,450,0.001782906,NA,0.525616926,IOP2_BB
1206_0924_blob_233,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"1-(2,5-Dimethoxyphenyl)-1-[(trimethylsilyl)oxy]propan-2-amine",608,limonox_L_blob_591,448,0.000190345,NA,0.525616926,IOP2_BB
1206_0924_blob_487,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2-Methyl-3,5-dinitrobenzyl alcohol, TBDMS derivative",655,limonox_S_blob_649,441,0.000116254,NA,0.525616926,IOP2_BB
1206_0924_blob_779,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"§-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",617,limonox_S_blob_905,438,6.04E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_292,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,2-Methyl-3-[(trimethylsilyl)oxy]-5-{[(trimethylsilyl)oxy]methyl}pyridine-4-carbaldehyde,629,limonox_S_blob_725,429,7.85E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_323,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2,4-Imidazolidinedione, 5-[3,4-bis[(trimethylsilyl)oxy]phenyl]-3-methyl-5-phenyl-1-(trimethylsilyl)-",546,limonox_S_blob_633,423,4.18E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_389,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"5,5,6-Trimethyl-2-phenylethynyl-bicyclo[2.2.1]heptan-2-ol",565,limonox_S_blob_687,421,9.49E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_489,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2-Methyl-2(p-methoxy)mandelate, bis(trimethylsilyl)-",661,limonox_S_blob_725,421,5.82E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_458,5,FALSE,NA,IEPOX and LOOOA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Coniferyl aldehyde, TMS derivative",864,bcp_ox_L_blob_650,420,0.000121693,0.020926693,0.525616926,IOP2_BB
1206_0924_blob_845,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"§-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",628,limonox_S_blob_687,420,2.33E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_154,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,Methyl vanillactate bis(trimethylsilyl) ether,721,bcp_ox_L_blob_606,418,0.000284859,NA,0.525616926,IOP2_BB
1128_1901_blob_582,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Pyroglutamic acid, TMS derivative",898,myrc_ox_L_blob_661,416,0.001058588,0.046678541,0.525616926,IOP2_BB
1206_0924_blob_95,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,2-Methyl-3-[(trimethylsilyl)oxy]-5-{[(trimethylsilyl)oxy]methyl}pyridine-4-carbaldehyde,643,limonox_L_blob_611,415,0.000311371,NA,0.525616926,IOP2_BB
1206_0924_blob_185,9,FALSE,NA,some amd HC and BB but none strong,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Eugenol, TMS derivative",748,bcp_ox_L_blob_527,415,7.48E-05,0.348714465,0.525616926,IOP2_BB
1206_0924_blob_431,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2,3,3',4'-tetramethoxy-5-(3-methoxyprop-1-enly)stilbene",619,limonox_L_blob_543,413,3.17E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_750,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Methyl 2-hydroxypentacos-2-enoate, TMS derivative",598,limonox_S_blob_687,412,1.33E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_342,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"3,4-Dihydroxyphenylacetic acid ethyl ester bis(trimethylsilyl)-",628,limonox_S_blob_659,411,3.53E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_271,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"1,3,5-Cycloheptatriene, 7,7-dimethyl-2,4-bis(trimethylsilylmethyl)-",589,limonox_S_blob_1216,408,0.000278327,NA,0.525616926,IOP2_BB
1206_0924_blob_43,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Anthracene, 1,8-bis[(trimethylsilyl)ethynyl]-",633,limonox_L_blob_543,405,0.001651652,NA,0.525616926,IOP2_BB
1206_0924_blob_609,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2,3,3',4'-tetramethoxy-5-(3-methoxyprop-1-enly)stilbene",613,limonox_L_blob_543,402,3.09E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_1071,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,Ethyl iso-allocholate,615,limonox_L_blob_543,399,4.72E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_427,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"4-Methoxy-N'-(3-pyridinylmethylene)benzohydrazide, TMS derivative",602,limonox_S_blob_1039,399,3.37E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_390,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2,3,3',4'-tetramethoxy-5-(3-methoxyprop-1-enly)stilbene",626,limonox_S_blob_701,398,3.36E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_117,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"5-Amino-4-(3,4-dimethoxyphenyl)-2-methyl-6-(2-quinolyl)-3-pyridinemethanol",611,limonox_L_blob_543,397,0.00048251,NA,0.525616926,IOP2_BB
1206_0924_blob_281,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2H,8H-Benzo[1,2-b:5,4-b']dipyran-2-one, 5-methoxy-8,8-dimethyl-10-(3-methyl-2-butenyl)-",706,limonox_S_blob_659,397,0.000123142,NA,0.525616926,IOP2_BB
1206_0924_blob_632,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"4-Nitro-1,3-phenylenediamine, N1,N3-bis(tert-butyldimethylsilyl)-",584,limonox_S_blob_788,395,1.05E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_599,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"1H-Cyclopenta[a]phenanthrene-7-carboxylic acid, 2,3,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-10,13-dimethyl-3-oxo-17,2'-spiro(5-oxotetrahydrofuran)-, ethyl ester",588,limonox_S_blob_701,394,2.55E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_291,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,2-Demethylthiocolchicine formate,579,limonox_L_blob_543,393,7.06E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_543,7,FALSE,NA,total myserty,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,Oleanolic acid,628,limonox_S_blob_687,393,3.78E-05,0.057495434,0.525616926,IOP2_BB
1206_0924_blob_182,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"3,4-Dihydroxyphenylacetic Acid, 3TMS derivative",614,bcp_ox_L_blob_62,390,2.71E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_467,7,FALSE,NA,total myserty,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"(1S,3R,7S,8S,8aR)-8-{2-[(2R)-6-oxoox-4-en-2-yl]ethyl}-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalene-1-yl (2S)-2-methylbutanoate",560,limonox_S_blob_687,388,7.21E-05,0.057495434,0.525616926,IOP2_BB
1206_0924_blob_950,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,Ethyl iso-allocholate,656,limonox_S_blob_701,382,2.72E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_536,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"2,5-Dimethylindole, TMS derivative",670,bcp_ox_L_blob_704,380,9.17E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_265,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"a-Lumicolchine, N-deacetyl-N-methyl-",622,limonox_L_blob_543,379,0.000232517,NA,0.525616926,IOP2_BB
1206_0924_blob_65,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"3,4,5-Trimethoxyphenylacetic acid, TMS derivative",596,limonox_S_blob_659,374,0.000240576,NA,0.525616926,IOP2_BB
1206_0924_blob_713,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"17-(1,5-Dimethylhexyl)-10,13-dimethyl-3-styrylhexadecahydrocyclopenta[a]phenanthren-2-one",590,limonox_S_blob_687,372,2.32E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_274,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"3-Acetyl-3a,8b-dihydroxy-2-methylindeno[1,2-b]furan-4-one, (Z)-, 2TMS derivative",593,limonox_S_blob_905,371,2.61E-05,NA,0.525616926,IOP2_BB
1206_0924_blob_71,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"19-Norethindrone, trimethylsilyl ether, O-methyloxime",556,limonox_S_blob_788,369,0.000882307,NA,0.525616926,IOP2_BB
1206_0924_blob_697,NA,NA,NA,NA,4,TRUE,BB,very strong BB corr- the strongest factor,NA,NA,"Danthron, 2TMS derivative",657,limonox_L_blob_543,368,0.000160672,NA,0.525616926,IOP2_BB
