"","Compound.Name","cluster_vol.z1","cluster_vol.z2","cluster_vol.z3","cluster_vol.z4","cluster_vol.z5","cluster_vol.z6","bbvol","anthrovol","cluster","max_corr","Assigned_Option_1","Assigned_Option_2","Assigned_option_3","Assigned_option_4","Notes","BlobID","Library Name","Compound.Name_ES","Library.Match.Factor_ES","Library.Reverse.Match.Factor_ES","LRI.I","Library.RI_ES","Compound.Name_NISTmain","Library.Match.Factor_NISTmain","Library.Reverse.Match.Factor_NISTmain","Library.RI_NISTmain","Library.Formula_NISTmain","Library.Molecular.Weight_NISTmain","Compound.Name_chamber","Library.Match.Factor_chamber","Library.Reverse.Match.Factor_chamber","Library.RI_chamber"
"199","1221_0832_blob_941",-0.173747716,-0.212973883,-0.213194156,0.521031007,0.356424681,0.179676298,-0.194204903,-0.140036548,NA,"cluster_vol.z4","4","4","4","4",NA,941,"amz_lib_1221_0832","C7 acid",515,565,1891.275168,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",676,718,NA,"C15H30O4Si",302,"limonox_S_blob_725",652,670,1893
"200","1128_2052_blob_1065",-0.117213428,-0.21875876,-0.23588702,0.006499322,-0.085635231,-0.143128075,-0.238270476,-0.145372942,NA,"cluster_vol.z4","4","4","4","4",NA,1065,"amz_lib_1128_2052","C18",80,480,1869.798658,1830,"Octanedioic acid, 4-isopropyl-, dimethyl ester",621,651,NA,"C13H24O4",244,"bcp_ox_L_blob_654",638,668,1864
"201","1128_1901_blob_1140",-0.115391158,-0.220158724,0.006069661,0.588823354,0.128692843,0.387405905,-0.15073185,-0.21424213,NA,"cluster_vol.z4","4","4","4","4",NA,1140,"amz_lib_1128_1901","C9 Diacid (azelaic acid)",308,504,1845.637584,1822,"1H-2,8a-Methanocyclopenta[a]cyclopropa[e]cyclodecen-11-one, 1a,2,5,5a,6,9,10,10a-octahydro-5,5a,6-trihydroxy-1,4-bis(hydroxymethyl)-1,7,9-trimethyl-, [1S-(1a,1aa,2a,5ﬂ,5aﬂ,6ﬂ,8aa,9a,10aa)]-",664,665,NA,"C20H28O6",364,"bcp_ox_L_blob_649",642,647,1839
"202","1128_1901_blob_1169",-0.066278683,-0.221822658,-0.208876452,0.378986381,0.338598777,0.173942191,-0.184189386,-0.145728065,NA,"cluster_vol.z4","4","4","4","4",NA,1169,"amz_lib_1128_1901","ionone",0,512,1928.85906,1449,"Bayer 28,589",750,793,NA,"C14H21NO3",251,"bcp_ox_L_blob_890",501,583,1947
"203","1128_2052_blob_932",-0.192262214,-0.223572306,-0.23769734,0.156643972,-0.072249651,0.152289529,-0.048294954,-0.199902911,NA,"cluster_vol.z4","4","4","4","4",NA,932,"amz_lib_1128_2052","bisabolol",294,480,1792.727273,1770,"1,2,5,5,8a-Pentamethyl-1,2,3,5,6,7,8,8a-octahydronaphthalen-1-ol",662,771,NA,"C15H26O",222,"bcp_ox_L_blob_8",514,533,1799
"204","1221_2326_blob_862",-0.185646953,-0.225521317,-0.096403865,0.671331628,0.384190344,0.432562634,-0.068182207,-0.202798477,NA,"cluster_vol.z4","4","4","4","4",NA,862,"amz_lib_1221_2326","farnesol",508,622,1846.979866,1832,"3-(1,5-Dimethyl-hexa-1,4-dienyl)-2,2-dimethyl-4-trimethylsilylcyclopentanol",627,651,NA,"C18H34OSi",294,"limonox_L_blob_611",634,680,1835
"205","1128_1901_blob_878",0.021879816,-0.226979552,-0.123217344,0.702718891,0.480768135,0.189375971,-0.191460544,-0.138459861,NA,"cluster_vol.z4","4","4","4","4",NA,878,"amz_lib_1128_1901","beta-caryophyllonic acid, TMS",584,589,1936.912752,1931,"a-D-Mannofuranoside, 1-O-decyl-",637,665,NA,"C16H32O6",320,"apin_ox_S_blob_751",506,566,NA
"206","1128_1901_blob_1309",-0.193931948,-0.230448171,-0.020608399,0.124468437,-0.131113918,0.024898853,-0.068466527,-0.23313439,NA,"cluster_vol.z4","4","4","4","4",NA,1309,"amz_lib_1128_1901","mannosan",476,491,1706.666667,1706,"1-Hexadecanol, 2-methyl-",607,618,NA,"C17H36O",256,"apin_ox_S_blob_677",537,584,1709
"207","1129_1334_blob_1652",-0.144517149,-0.23049403,-0.30205908,-0.071098632,-0.195024201,-0.244511082,-0.235827261,-0.149914192,NA,"cluster_vol.z4","4","4","4","4",NA,1652,"amz_lib_1129_1334","cis-Vaccenic Acid, TMS",538,559,2256.451613,2259,"10,12-Docosadiynedioic acid, 2TMS derivative",633,642,NA,"C28H50O4Si2",506,"limonox_S_blob_687",420,569,NA
"208","1202_0046_blob_1351",0.104985443,-0.233220837,-0.0849431,0.406162283,0.091697096,-0.046383231,-0.148981255,-0.148789598,NA,"cluster_vol.z4","4","4","4","4",NA,1351,"amz_lib_1202_0046","C7 acid",415,526,2094.117647,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",670,715,NA,"C13H26BNO6Si",331,"limonox_S_blob_1216",486,604,2098
"209","1221_0832_blob_756",-0.251877876,-0.233487137,-0.150731204,0.803591437,0.389200268,0.503420754,-0.142324018,-0.226362356,4,"cluster_vol.z4","4","4","4","4",NA,756,"amz_lib_1221_0832","C19",511,591,1924.832215,1934,"1-Decanol, 10-[(tetrahydro-2H-pyran-2-yl)oxy]-",730,761,NA,"C15H30O3",258,"bcp_ox_L_blob_625",508,508,1920
"210","1128_1901_blob_1106",-0.134593498,-0.235845101,-0.16752373,0.771808151,0.612366282,0.4846169,-0.17206242,-0.188380662,NA,"cluster_vol.z4","4","4","4","4",NA,1106,"amz_lib_1128_1901","C7 acid",468,536,2220.967742,NA,"Hexadecanoic acid, butyl ester",716,758,2188,"C20H40O2",312,"apin_ox_S_blob_751",454,563,NA
"211","1221_2326_blob_688",-0.195486576,-0.237017676,-0.146388319,0.510531148,0.195841192,0.39470218,-0.145321143,-0.197805751,NA,"cluster_vol.z4","4","4","4","4",NA,688,"amz_lib_1221_2326","beta-nocaryophyllinic acid, TMS",542,543,2122.962963,2127,"2,2-Dimethyl-6-methylene-1-[3,5-dihydroxy-1-pentenyl]cyclohexan-1-perhydrol",677,684,NA,"C14H24O4",256,"bcp_ox_L_blob_787",522,618,2100
"212","1221_0832_blob_857",-0.230880867,-0.244638178,-0.186024367,0.725092342,0.406287901,0.465960297,-0.165794825,-0.198737735,NA,"cluster_vol.z4","4","4","4","4",NA,857,"amz_lib_1221_0832","octadecanone",491,537,2032.592593,2031,"1-Decanol, 10-[(tetrahydro-2H-pyran-2-yl)oxy]-",677,735,NA,"C15H30O3",258,"limonox_S_blob_687",383,429,NA
"213","1128_1901_blob_1367",-0.147991697,-0.245011145,-0.207609026,0.043636552,-0.172206941,-0.116242396,-0.253979799,-0.16329753,NA,"cluster_vol.z4","4","4","4","4",NA,1367,"amz_lib_1128_1901","C21",176,561,2172.058824,2137,"2H-Pyran-2-one, tetrahydro-6-tridecyl-",718,741,NA,"C18H34O2",282,"bcp_ox_L_blob_988",520,599,2192
"214","1128_2052_blob_670",-0.177259941,-0.246078863,-0.171563864,0.274862185,0.164734869,0.264039809,-0.196674454,-0.187396946,NA,"cluster_vol.z4","4","4","4","4",NA,670,"amz_lib_1128_2052","beta-caryophyllinic acid, TMS",437,521,2047.407407,2060,"4,4-Dimethyl-3-(3-methylbut-3-enylidene)-2-methylenebicyclo[4.1.0]heptane",734,756,NA,"C15H22",202,"bcp_ox_L_blob_641",473,533,2030
"215","1221_0832_blob_1104",-0.123148568,-0.258949052,-0.210083042,0.514416158,0.215875613,0.100568234,-0.267125397,-0.253429602,NA,"cluster_vol.z4","4","4","4","4",NA,1104,"amz_lib_1221_0832","4, 4 dimethoxy-benzophenone",49,292,2319.354839,2293,"1,1'-Bis(cyclooct-2-en-4-one)",697,761,NA,"C16H22O2",246,"bcp_ox_L_blob_1289",177,482,2265
"216","1221_0832_blob_1155",-0.204020157,-0.279355969,-0.198083169,0.654346433,0.46852615,0.320745392,-0.211190449,-0.218116584,NA,"cluster_vol.z4","4","4","4","4",NA,1155,"amz_lib_1221_0832","C7 acid",496,612,1877.852349,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(butylboronate)",648,667,NA,"C17H34B2O6Si",384,"limonox_S_blob_697",609,684,1877
"217","1128_2052_blob_811",-0.221315061,-0.282918646,-0.327087136,0.156525278,-0.165488925,0.080659165,-0.143293131,-0.231282592,NA,"cluster_vol.z4","4","4","4","4",NA,811,"amz_lib_1128_2052","bisabolol",349,543,1792.727273,1770,"2,2,7,7-Tetramethyltricyclo[6.2.1.0(1,6)]undec-4-en-3-one",814,843,1730,"C15H22O",218,"bcp_ox_L_blob_663",628,699,1773
"218","1128_1901_blob_969",0.137469028,-0.288367873,-0.128895847,0.364679494,0.178876906,0.265606405,-0.232248452,-0.219958302,NA,"cluster_vol.z4","4","4","4","4",NA,969,"amz_lib_1128_1901","C7 acid",439,496,2025,NA,"Hexadecanoic acid, ethyl ester",703,769,1993,"C18H36O2",284,"limonox_S_blob_687",448,522,NA
"219","1128_1901_blob_1087",-0.164969146,-0.293335929,-0.221397685,0.435355191,0.180650371,0.006671493,-0.257139815,-0.199813194,NA,"cluster_vol.z4","4","4","4","4",NA,1087,"amz_lib_1128_1901","C7 acid",429,451,1907.38255,NA,"2-Hexyldecanol, TMS derivative",617,723,NA,"C19H42OSi",314,"limonox_S_blob_725",471,521,1893
"220","1128_1901_blob_1355",-0.242549516,-0.301498275,-0.253843186,0.472175611,0.144662554,0.265188619,-0.174411476,-0.248792865,NA,"cluster_vol.z4","4","4","4","4",NA,1355,"amz_lib_1128_1901","C7 acid",419,506,2141.176471,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",644,676,NA,"C13H26BNO6Si",331,"limonox_S_blob_905",446,611,2120
"221","1221_0832_blob_902",-0.227176143,-0.30242575,-0.186729257,0.689352985,0.410022395,0.561840467,-0.216402108,-0.236094112,NA,"cluster_vol.z4","4","4","4","4",NA,902,"amz_lib_1221_0832","beta-caryophyllonic acid, TMS",583,593,1934.228188,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",623,631,NA,"C13H26BNO6Si",331,"limonox_S_blob_847",539,565,1925
"222","1221_2326_blob_671",-0.235694548,-0.321976698,-0.181186171,0.569989059,0.469130311,0.471547276,-0.276304821,-0.237239787,NA,"cluster_vol.z4","4","4","4","4",NA,671,"amz_lib_1221_2326","beta-caryophyllonic acid, TMS",524,686,1910.067114,1931,"E-9-Methyl-8-tridecen-2-ol, acetate",647,653,NA,"C16H30O2",254,"bcp_ox_L_blob_704",598,598,1903
"223","1128_1901_blob_1370",0.043313323,-0.327628452,-0.094002458,0.062219339,0.011965739,0.037476611,-0.300354812,-0.264286883,NA,"cluster_vol.z4","4","4","4","4",NA,1370,"amz_lib_1128_1901","C7 acid",397,469,1738.181818,NA,"2,7-Octanedione, 4,4-dimethyl-3-[2-(1-hydroxy-1-methylethyl)-3-methyl-3-butenylidene)-",618,651,NA,"C18H30O3",294,"bcp_ox_L_blob_69",556,593,1748
"224","1221_0832_blob_808",-0.180871429,-0.345860681,-0.290574692,0.892972918,0.555793258,0.370995442,-0.330863799,-0.324147395,4,"cluster_vol.z4","4","4","4","4",NA,808,"amz_lib_1221_0832","C21",556,594,2142.222222,2137,"2(3H)-Furanone, 5-dodecyldihydro-",802,845,2105,"C16H30O2",254,"apin_ox_S_blob_751",361,449,NA
"225","1128_1901_blob_1237",-0.254077268,-0.379265246,-0.317057702,0.668015139,0.567798981,0.325916476,-0.321910135,-0.287922009,NA,"cluster_vol.z4","4","4","4","4",NA,1237,"amz_lib_1128_1901","C23",415,588,2356.451613,2341,"2(3H)-Furanone, dihydro-5-tetradecyl-",779,794,NA,"C18H34O2",282,"apin_ox_S_blob_751",357,449,NA
"226","1202_0046_blob_1222",-0.367629484,-0.410706113,-0.254564925,0.294997624,0.102327249,0.065096186,-0.2214722,-0.41272983,NA,"cluster_vol.z4","4","4","4","4",NA,1222,"amz_lib_1202_0046","beta-nocaryophyllinic acid, TMS",462,596,2110.294118,2127,"ﬂ-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",612,685,NA,"C12H27BO5Si2",318,"bcp_ox_L_blob_787",559,619,2100
"227","1213_2145_blob_686",0.33260263,0.750298511,0.753217683,-0.224380608,-0.044048446,0.114213492,0.43472082,0.606440865,2,"cluster_vol.z3","2a","2o","3","3",NA,686,"amz_lib_1213_2145","pinonic acid",635,707,1540.983607,1550,"2-Methyl-4-pentenoic acid, TMS derivative",745,799,NA,"C9H18O2Si",186,"myrc_ox_L_blob_556",693,701,1546
"228","1221_0832_blob_25",0.475409021,0.754267799,0.831843375,-0.052956568,-0.031102823,0.192179304,0.63103197,0.557770262,3,"cluster_vol.z3","3","3","3","3",NA,25,"amz_lib_1221_0832","C7 acid",334,457,1869.798658,NA,"Disiloxanamine, 1,1,3,3,3-pentamethyl-N-(trimethylsilyl)-",524,651,NA,"C8H25NOSi3",235,"limonox_S_blob_632",378,421,1862
"229","1221_0832_blob_1058",0.343199222,0.751978639,0.77648937,-0.047729381,0.009354626,0.377274652,0.708602087,0.453114878,NA,"cluster_vol.z3","3","3","3","3",NA,1058,"amz_lib_1221_0832","pinic acid 1",520,597,1681.707317,1692,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",639,640,NA,"C13H26BNO6Si",331,"myrc_ox_L_blob_691",741,759,1677
"230","1202_1412_blob_1650",0.294159752,0.722050861,0.722608632,-0.4261813,-0.196304498,-0.002413806,0.509511221,0.582737386,NA,"cluster_vol.z3","3","3","3","3",NA,1650,"amz_lib_1202_1412","linoleic Acid, TMS",460,592,2230.4,2245,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",709,752,NA,"C13H26BNO6Si",331,"limonox_S_blob_687",471,634,NA
"231","1202_1412_blob_969",0.359008808,0.714383084,0.800966671,-0.180520393,-0.077030422,0.296933094,0.606038941,0.412642043,NA,"cluster_vol.z3","3","3","3","3",NA,969,"amz_lib_1202_1412","C7 acid",408,536,1749.090909,NA,"Dodecanoic acid, 1a,2,5,5a,6,9,10,10a-octahydro-5,5a-dihydroxy-4-(hydroxymethyl)-1,1,7,9-tetramethyl-11-oxo-1H-2,8a-methanocyclopenta[a]cyclopropa[e]cyclodecen-6-yl ester, [1aR-(1aa,2a,5ﬂ,5aﬂ,6ﬂ,8aa,9a,10aa)]-",642,642,NA,"C32H50O6",530,"limonox_L_blob_547",560,601,1746
"232","1202_0046_blob_1379",0.326926025,0.713629777,0.767244948,-0.138878983,-0.127602709,0.259061104,0.765321954,0.395241642,NA,"cluster_vol.z3","3","3","3","3",NA,1379,"amz_lib_1202_0046","C7 acid",421,535,2029.411765,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",704,752,NA,"C13H26BNO6Si",331,"limonox_S_blob_687",427,580,NA
"233","1221_0832_blob_636",0.444207547,0.708329107,0.716241694,-0.072765299,-0.034045134,0.263725116,0.510261237,0.525896112,NA,"cluster_vol.z3","3","3","3","3",NA,636,"amz_lib_1221_0832","C7 acid",428,528,1824.161074,NA,"Disiloxanamine, 1,1,3,3,3-pentamethyl-N-(trimethylsilyl)-",656,692,NA,"C8H25NOSi3",235,"apin_ox_S_blob_616",540,561,1823
"234","1202_1412_blob_1607",0.280486073,0.704781986,0.728508874,-0.235298253,-0.146577474,0.086698248,0.59430776,0.518586084,NA,"cluster_vol.z3","3","3","3","3",NA,1607,"amz_lib_1202_1412","C7 acid",442,566,2164.444444,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",734,776,NA,"C13H26BNO6Si",331,"limonox_S_blob_687",466,636,NA
"235","1202_1412_blob_1471",0.382443791,0.702083604,0.742990067,-0.25834938,-0.201151072,0.043800885,0.621710821,0.52721951,NA,"cluster_vol.z3","3","3","3","3",NA,1471,"amz_lib_1202_1412","C17 acid",412,553,2189.62963,2177,"a-D-Mannopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",618,729,NA,"C17H37BO6Si2",404,"limonox_S_blob_701",429,560,NA
"236","1221_0832_blob_704",0.465126643,0.696177379,0.815478162,-0.141004243,0.009523536,0.210873432,0.557267525,0.466588164,NA,"cluster_vol.z3","3","3","3","3",NA,704,"amz_lib_1221_0832","C7 acid",433,521,1742.682927,NA,"Cyclopropane, 1-acetyl-2-methylene-1-trimethylsilyl-",613,737,NA,"C9H16OSi",168,"limonox_S_blob_616",813,829,1741
"237","1129_1334_blob_1270",0.348181918,0.693988772,0.719490099,-0.330270195,-0.077689208,0.033730996,0.522909594,0.634004675,NA,"cluster_vol.z3","3","3","3","3",NA,1270,"amz_lib_1129_1334","phthalic acid",362,382,1709.090909,1714,"Acetamide, N-[3-(diethylamino)-4-methoxyphenyl]-",658,670,NA,"C13H20N2O2",236,"bcp_ox_L_blob_682",421,462,1703
"238","1202_1412_blob_1064",0.224681186,0.692972575,0.752015925,-0.262662721,-0.216644438,0.031707228,0.671083355,0.497853243,NA,"cluster_vol.z3","3","3","3","3",NA,1064,"amz_lib_1202_1412","farnesol",555,630,1836.241611,1832,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",745,761,NA,"C14H31BO6Si2",362,"limonox_S_blob_823",664,756,1843
"239","1202_1412_blob_642",0.522145022,0.685567234,0.773598632,-0.271863384,-0.057156745,0.171322108,0.518018788,0.432168282,3,"cluster_vol.z3","3","3","3","3",NA,642,"amz_lib_1202_1412","C13 acid",721,781,1776.969697,1776,"10,12-Docosadiynedioic acid, 2TMS derivative",656,659,NA,"C28H50O4Si2",506,"myrc_ox_L_blob_727",612,663,1774
"240","1202_1412_blob_1969",0.361305069,0.678570155,0.737501653,-0.377594039,-0.177237218,0.094732849,0.619289962,0.419923421,NA,"cluster_vol.z3","3","3","3","3",NA,1969,"amz_lib_1202_1412","C7 acid",432,572,2342.4,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",692,717,NA,"C17H37BO6Si2",404,"limonox_S_blob_701",423,535,NA
"241","1202_1412_blob_1738",0.272951329,0.668331449,0.670223869,-0.39767349,-0.183756037,-0.047512252,0.378368335,0.547594888,NA,"cluster_vol.z3","3","3","3","3",NA,1738,"amz_lib_1202_1412","2-Ketoglutaric acid, tri-TMS",425,553,1642.424242,1629,"Citric acid, 3TMS derivative",645,666,NA,"C15H32O7Si3",408,"limonox_L_blob_667",650,742,1630
"242","1129_1334_blob_1193",0.221205238,0.664990497,0.733037241,-0.37168424,-0.14997581,0.069852267,0.535949387,0.418440378,NA,"cluster_vol.z3","3","3","3","3",NA,1193,"amz_lib_1129_1334","bisabolol",416,459,1764.848485,1770,"Isocitric acid lactone, 2TMS derivative",568,643,1710,"C12H22O6Si2",318,"limonox_L_blob_637",551,589,1774
"243","1202_0046_blob_1249",0.299373426,0.655689316,0.691951063,-0.37975785,-0.178088766,-0.038447117,0.479249279,0.53843203,NA,"cluster_vol.z3","3","3","3","3",NA,1249,"amz_lib_1202_0046","C7 acid",471,618,2216.129032,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",692,702,NA,"C28H50O4Si2",506,"limonox_S_blob_687",471,618,NA
"244","1202_0046_blob_1758",0.370004773,0.65518719,0.677688409,-0.183702675,-0.015981447,0.046756158,0.577041525,0.411981077,NA,"cluster_vol.z3","3","3","3","3",NA,1758,"amz_lib_1202_0046","C14 Diacid",402,501,2304.83871,2317,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",687,720,NA,"C13H26BNO6Si",331,"apin_ox_S_blob_592",398,552,NA
"245","1128_1901_blob_811",0.60845391,0.642586152,0.68426609,-0.257481216,0.049386146,0.062722812,0.395846718,0.547094465,NA,"cluster_vol.z3","3","3","3","3",NA,811,"amz_lib_1128_1901","ketopinic acid",480,481,1531.521739,1530,"t-Butyl(4,5-dihydrofuran-2-yl)dimethylsilane",565,586,NA,"C10H20OSi",184,"limonox_L_blob_574",855,857,1530
"246","1202_1412_blob_1614",0.260877401,0.640920965,0.649658829,-0.270622701,-0.060288576,0.122926108,0.575966674,0.416371274,NA,"cluster_vol.z3","3","3","3","3",NA,1614,"amz_lib_1202_1412","linoleic Acid, TMS",534,577,2246.4,2245,"ﬂ-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",674,681,NA,"C27H52N2O10Si3",648,"limonox_S_blob_687",416,580,NA
"247","1202_1412_blob_1341",0.350553621,0.631137863,0.765917889,-0.175739793,-0.12986063,0.092040132,0.605639158,0.401067014,NA,"cluster_vol.z3","3","3","3","3",NA,1341,"amz_lib_1202_1412","beta-nocaryophyllinic acid, TMS",443,567,2142.222222,2127,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",702,735,NA,"C17H37BO6Si2",404,"limonox_S_blob_905",479,716,2120
"248","1202_1412_blob_1884",0.378203757,0.624189399,0.651330263,-0.136872858,-0.040318484,0.03045433,0.440309489,0.488365908,NA,"cluster_vol.z3","3","3","3","3",NA,1884,"amz_lib_1202_1412","C14 Diacid",591,616,2316.8,2317,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",681,725,NA,"C13H26BNO6Si",331,"limonox_S_blob_687",470,620,NA
"249","1128_1901_blob_1043",0.510277945,0.622867299,0.7627173,-0.471544272,-0.223356187,-0.020779872,0.485289182,0.431906358,NA,"cluster_vol.z3","3","3","3","3",NA,1043,"amz_lib_1128_1901","ketopinic acid",532,539,1526.086957,1530,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",594,607,NA,"C11H22B2O6Si",300,"limonox_L_blob_615",770,782,1524
"250","1221_0832_blob_564",0.292204363,0.602024904,0.820390823,-0.100241824,-0.100278231,0.149015913,0.44415261,0.442557917,NA,"cluster_vol.z3","3","3","3","3",NA,564,"amz_lib_1221_0832","beta-caryophyllonic acid, TMS",400,402,1934.228188,1931,"4-Propylacridine",625,661,NA,"C16H15N",221,"apin_ox_S_blob_592",413,556,NA
"251","1202_0046_blob_1270",0.319291272,0.588119091,0.694306193,-0.208427887,-0.018187196,0.131994957,0.351713506,0.400349784,NA,"cluster_vol.z3","3","3","3","3",NA,1270,"amz_lib_1202_0046","mannosan",446,505,1714.634146,1706,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",652,667,NA,"C13H26BNO6Si",331,"limonox_S_blob_1120",611,672,1718
"252","1213_2145_blob_1258",0.099496248,0.586363005,0.777578562,-0.26931096,-0.134722261,0.121998407,0.516183251,0.360248694,NA,"cluster_vol.z3","3","3","3","3",NA,1258,"amz_lib_1213_2145","C7 acid",470,544,1659.756098,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",649,659,NA,"C13H26BNO6Si",331,"apin_ox_L_blob_551",647,689,1667
"253","1128_1901_blob_784",0.302984917,0.583719653,0.646567636,-0.39456217,-0.161906798,-0.037858637,0.330844515,0.463719569,3,"cluster_vol.z3","3","3","3","3",NA,784,"amz_lib_1128_1901","C7 acid",433,491,1569.565217,NA,"2-Hydroxycyclohexane-1-carboxylic acid, bis(trimethylsilyl) deriv.",742,799,NA,"C13H28O3Si2",288,"myrc_ox_L_blob_682",689,699,1567
"254","1202_1412_blob_1169",0.40036493,0.583006999,0.668998379,-0.139087879,-0.181099352,0.125290398,0.429848232,0.398570024,NA,"cluster_vol.z3","3","3","3","3",NA,1169,"amz_lib_1202_1412","C7 acid",411,554,2004.444444,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",691,756,NA,"C13H26BNO6Si",331,"limonox_S_blob_788",513,648,1989
"255","1202_1412_blob_667",0.180088313,0.581257727,0.796469766,-0.318703963,-0.102621525,0.054361455,0.509015557,0.372783638,NA,"cluster_vol.z3","3","3","3","3",NA,667,"amz_lib_1202_1412","C7 acid",431,505,1853.691275,NA,"Tartaric acid (2R,3R)-, 3TMS derivative",679,744,NA,"C13H30O6Si3",366,"limonox_S_blob_649",611,667,1868
"256","1202_0046_blob_1429",0.387731473,0.578371009,0.61908644,-0.334476252,-0.067183028,0.003960411,0.320664984,0.501212993,NA,"cluster_vol.z3","3","3","3","3",NA,1429,"amz_lib_1202_0046","C7 acid",384,529,1870.27027,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",690,713,NA,"C13H26BNO6Si",331,"limonox_S_blob_632",572,604,1862
"257","1221_0832_blob_1194",0.109615985,0.570241402,0.689717639,-0.059804601,-0.083160573,0.236338191,0.361278078,0.293429815,NA,"cluster_vol.z3","3","3","3","3",NA,1194,"amz_lib_1221_0832","C7 acid",516,589,1700,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",609,660,NA,"C15H30O4Si",302,"limonox_S_blob_679",585,607,1699
"258","1221_0832_blob_952",0.079938653,0.567240256,0.694377608,-0.031974131,0.047653219,0.237263318,0.416133001,0.343694767,NA,"cluster_vol.z3","3","3","3","3",NA,952,"amz_lib_1221_0832","C7 acid",436,552,1947.651007,NA,"3-Butenoic acid, 3-(trimethylsiloxy)-, trimethylsilyl ester",667,759,NA,"C10H22O3Si2",246,"limonox_S_blob_706",537,560,1947
"259","1202_1412_blob_1268",0.297862458,0.565296511,0.610307583,-0.336599751,-0.157788435,-0.091656061,0.345479035,0.488375082,NA,"cluster_vol.z3","3","3","3","3",NA,1268,"amz_lib_1202_1412","linoleic Acid, TMS",512,553,2252.8,2245,"a-D-Glucofuranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,5-bis(butylboronate)",633,669,NA,"C17H34B2O6Si",384,"limonox_S_blob_687",453,649,NA
"260","1202_1412_blob_1794",0.361491458,0.553666485,0.596753339,-0.214511212,-0.164279127,-0.11152345,0.509915546,0.434985072,NA,"cluster_vol.z3","3","3","3","3",NA,1794,"amz_lib_1202_1412","cis-Vaccenic Acid, TMS",503,530,2264,2259,"ﬂ-N-Acetylneuraminic acid, methyl ester-2-methyl-7,9-methyl-boronate-3,8-di(trimethylsilyl)-",677,697,NA,"C20H40BNO9Si2",505,"limonox_S_blob_687",419,601,NA
"261","1129_1334_blob_822",0.219443284,0.54812964,0.589797948,-0.474362285,-0.201440198,-0.135777015,0.460839453,0.528999272,NA,"cluster_vol.z3","3","3","3","3",NA,822,"amz_lib_1129_1334","C7 acid",467,512,1528.26087,NA,"Hexanedioic acid, 2TMS derivative",873,917,1514,"C12H26O4Si2",290,"limonox_L_blob_560",879,884,1526
