BlobID,Compound.Name,Library Name,Library Match Factor,Library Reverse Match Factor,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber
957,1129_1334_blob_957,amz_lib_1129_1334,999,999,levoglucosan,513,551,1732.121212,1726,"10,12-Docosadiynedioic acid, 2TMS derivative",615,617,,C28H50O4Si2,506,limonox_S_blob_593,586,612,1732
964,1129_1334_blob_964,amz_lib_1129_1334,999,999,Humulene,424,438,1485.869565,1490,[4-({[tert-Butyl(dimethyl)silyl]oxy}methyl)cyclohexyl]methanol,701,760,,C14H30O2Si,258,limonox_S_blob_635,681,683,1481
965,1129_1334_blob_965,amz_lib_1129_1334,999,999,mannosan,497,537,1701.818182,1706,"1,4-Heptadiene, 6-methyl-5,6-bis(trimethylsilyloxy)-",687,729,,C14H30O2Si2,286,myrc_ox_L_blob_871,646,688,1696
973,1129_1334_blob_973,amz_lib_1129_1334,999,999,"2-Ketoglutaric acid, tri-TMS",443,553,1635.151515,1629,Aphidicolin glycinate,586,608,,C22H37NO5,395,apin_ox_S_blob_656,557,641,1630
991,1129_1334_blob_991,amz_lib_1129_1334,999,999,MBTCA,503,535,1769.69697,1776,"Butylethylmalonic acid, bis(trimethylsilyl)- ester",643,693,,C15H32O4Si2,332,limonox_L_blob_637,599,625,1774
996,1129_1334_blob_996,amz_lib_1129_1334,999,999,C7 acid,455,582,1873.825503,,"α-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",746,800,,C13H26BNO6Si,331,limonox_S_blob_649,631,697,1868
1006,1129_1334_blob_1006,amz_lib_1129_1334,999,999,threitol,579,629,1526.086957,1521,"d-Erythrotetrofuranose, tris-O-(trimethylsilyl)-",682,733,,C13H32O4Si3,336,apin_ox_L_blob_565,637,732,1509
1008,1129_1334_blob_1008,amz_lib_1129_1334,999,999,C7 acid,364,519,1809.395973,,"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",632,746,,C14H44O6Si7,504,myrc_ox_L_blob_714,494,631,1804
1018,1129_1334_blob_1018,amz_lib_1129_1334,999,999,C7 acid,371,458,1963.758389,,"Androst-4,9(11),16-trien-3-one, 16-[2-(methylcarbonyloxy)-1-oxoethyl]-",624,642,,C23H28O4,368,bcp_ox_L_blob_678,512,637,1959
1020,1129_1334_blob_1020,amz_lib_1129_1334,999,999,C7 acid,399,481,1563.043478,,"2,3,4-Trihydroxybutyric acid tetrakis(trimethylsilyl) deriv., (, (R*,R*)-)",838,862,,C16H40O5Si4,424,myrc_ox_L_blob_584,642,754,1567
1021,1129_1334_blob_1021,amz_lib_1129_1334,999,999,pinonic acid,474,490,1556.521739,1550,"Ethanone, 2-cyclohexyl-1-(1H-imidazol-4-yl)-",657,764,,C11H16N2O,192,limonox_L_blob_567,607,614,1549
1034,1129_1334_blob_1034,amz_lib_1129_1334,999,999,C7 acid,377,536,1967.785235,,"ß-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",670,733,,C14H31BO6Si2,362,bcp_ox_L_blob_678,524,615,1959
1038,1129_1334_blob_1038,amz_lib_1129_1334,999,999,C7 acid,408,413,1301.522477,,"Ethanol, 2-(trimethylsilyl)-",790,863,,C5H14OSi,118,apin_ox_L_blob_564,436,441,1308
1043,1129_1334_blob_1043,amz_lib_1129_1334,999,999,C7 acid,418,490,1558.695652,,2-Methyl-4-trimethylsilyloxy(trimethylsilyl)butyrate,657,702,,C11H26O3Si2,262,limonox_L_blob_605,607,680,1564
1046,1129_1334_blob_1046,amz_lib_1129_1334,999,999,Me-OH-glutatric acid,501,552,1615.757576,1623,"2-Isopropyl-3-ketobutyrate, bis(O-trimethylsilyl)-",702,748,,C13H28O3Si2,288,myrc_ox_L_blob_536,660,702,1627
1050,1129_1334_blob_1050,amz_lib_1129_1334,999,999,C7 acid,356,523,1573.913043,,"(2S,3R)-3-[(4E,7E)-Nona-4,7-dienoyl]-N,N-bis(trimethylsilyl)oxirane-2-carboxamide",660,678,,C18H33NO3Si2,367,myrc_ox_L_blob_682,485,609,1567
1051,1129_1334_blob_1051,amz_lib_1129_1334,999,999,C7 acid,492,561,1636.363636,,"α-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",625,651,,C13H26BNO6Si,331,myrc_ox_L_blob_613,659,714,1627
1054,1129_1334_blob_1054,amz_lib_1129_1334,999,999,"2-Ketoglutaric acid, tri-TMS",837,847,1629.090909,1629,"2-Pentenedioic acid, 2-[(trimethylsilyl)oxy]-, bis(trimethylsilyl) ester",765,856,1622,C14H30O5Si3,362,myrc_ox_L_blob_613,547,653,1627
1065,1129_1334_blob_1065,amz_lib_1129_1334,999,999,C7 acid,436,478,1222.787351,,"2-Methylbutanoic acid, 3-(t-butyldimethylsilyloxy)-",632,703,,C11H24O3Si,232,myrc_ox_L_blob_541,506,583,1232
1067,1129_1334_blob_1067,amz_lib_1129_1334,999,999,C7 acid,456,531,1610.909091,,"2-Methylheptanedioic acid, 2TMS derivative",670,680,,C14H30O4Si2,318,limonox_L_blob_559,623,725,1632
1068,1129_1334_blob_1068,amz_lib_1129_1334,999,999,C7 acid,381,464,1861.744966,,"7-Trimethylsilyloxy-7-methyloctanoic acid, trimethylsilyl ester",612,692,,C15H34O3Si2,318,limonox_S_blob_804,494,560,1868
1070,1129_1334_blob_1070,amz_lib_1129_1334,999,999,C7 acid,401,556,1789.090909,,"α-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",701,727,,C13H26BNO6Si,331,limonox_S_blob_850,545,619,1786
1073,1129_1334_blob_1073,amz_lib_1129_1334,999,999,"beta-caryophyllinic acid, TMS",566,599,2062.222222,2060,"α-D-Glucofuranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,5-bis(butylboronate)",677,706,,C17H34B2O6Si,384,bcp_ox_L_blob_609,494,538,2064
1075,1129_1334_blob_1075,amz_lib_1129_1334,999,999,C7 acid,401,466,1584.782609,,"Tartaric acid (2R,3R)-, 3TMS derivative",678,702,,C13H30O6Si3,366,myrc_ox_L_blob_675,644,708,1580
1080,1129_1334_blob_1080,amz_lib_1129_1334,999,999,"beta-caryophyllonic acid, TMS",525,597,1928.85906,1931,"ß-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",687,717,,C14H31BO6Si2,362,limonox_L_blob_581,606,649,1925
1084,1129_1334_blob_1084,amz_lib_1129_1334,999,999,"dimethyl Glutaric Acid, TMS",509,530,1452.173913,1456,"(R*,S*)-3,4-DIHYDROXYBUTANOIC ACID TRITMS",852,871,,C13H32O4Si3,336,apin_ox_S_blob_603,844,852,1451
1095,1129_1334_blob_1095,amz_lib_1129_1334,999,999,"beta-nocaryophyllinic acid, TMS",766,783,2127.407407,2127,"α-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",682,718,,C13H26BNO6Si,331,limonox_S_blob_905,556,656,2120
1096,1129_1334_blob_1096,amz_lib_1129_1334,999,999,MBTCA,448,523,1773.333333,1776,"Hexanedioic acid, α-keto oxime, tris-(trimethylsilyl)-",621,669,,C15H33NO5Si3,391,myrc_ox_L_blob_628,581,700,1764
1097,1129_1334_blob_1097,amz_lib_1129_1334,999,999,threitol,510,526,1519.565217,1521,"2-Methyl-1,3-butanediol, 2TMS derivative",728,832,,C11H28O2Si2,248,myrc_ox_L_blob_592,624,668,1528
1103,1129_1334_blob_1103,amz_lib_1129_1334,999,999,C7 acid,350,492,1900.671141,,Quininic acid (5TMS),650,804,1851,C22H52O6Si5,552,limonox_S_blob_725,551,686,1893
1104,1129_1334_blob_1104,amz_lib_1129_1334,999,999,C7 acid,379,511,1902.013423,,Quininic acid (5TMS),672,814,1851,C22H52O6Si5,552,limonox_S_blob_725,548,674,1893
1105,1129_1334_blob_1105,amz_lib_1129_1334,999,999,C7 acid,479,608,1667.878788,,"α-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",667,707,,C16H37BO6Si3,420,apin_ox_L_blob_551,662,741,1667
1107,1129_1334_blob_1107,amz_lib_1129_1334,999,999,C7 acid,382,489,1962.416107,,"α-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",603,635,,C13H26BNO6Si,331,limonox_S_blob_685,516,598,1963
1108,1129_1334_blob_1108,amz_lib_1129_1334,999,999,C7 acid,404,515,1421.73913,,"D-Ribofuranose, 1,2,3,5-tetrakis-O-(trimethylsilyl)-",712,733,,C17H42O5Si4,438,apin_ox_L_blob_552,521,574,1422
1109,1129_1334_blob_1109,amz_lib_1129_1334,999,999,C9 Diacid (azelaic acid),531,614,1832.214765,1822,"9-Trimethylsilyloxydecanoic acid, trimethylsilyl ester",597,670,,C16H36O3Si2,332,limonox_S_blob_754,618,642,1831
1112,1129_1334_blob_1112,amz_lib_1129_1334,999,999,mannosan,512,539,1704.242424,1706,"ß-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",660,693,,C12H27BO5Si2,318,myrc_ox_L_blob_689,676,715,1700
1117,1129_1334_blob_1117,amz_lib_1129_1334,999,999,MBTCA,439,528,1770.909091,1776,"2-Hydroxyundecanoic acid, trimethylsilyl ether, trimethylsilyl ester",623,794,,C17H38O3Si2,346,myrc_ox_L_blob_628,548,592,1764
1122,1129_1334_blob_1122,amz_lib_1129_1334,999,999,C17 acid,363,406,2179.259259,2177,"Disiloxane, (1-cyclohexyl-2-diethylboryl-1-butenyl)pentamethyl-, (E)-",580,664,,C19H41BOSi2,352,apin_ox_S_blob_592,544,707,
1125,1129_1334_blob_1125,amz_lib_1129_1334,999,999,erythreitol,833,846,1529.347826,1528,"meso-Erythritol, 4TMS derivative",843,863,1501,C16H42O4Si4,410,myrc_ox_L_blob_846,596,621,1529
1126,1129_1334_blob_1126,amz_lib_1129_1334,999,999,C7 acid,447,469,1471.73913,,"3-(2-Methoxyethyl)-1-nonanol, TMS derivative",630,683,,C15H34O2Si,274,myrc_ox_L_blob_693,615,661,1460
1130,1129_1334_blob_1130,amz_lib_1129_1334,999,999,C7 acid,373,545,1883.221477,,"ß-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",678,753,,C14H31BO6Si2,362,limonox_S_blob_725,575,676,1893
1132,1129_1334_blob_1132,amz_lib_1129_1334,999,999,"beta-caryophyllinic acid, TMS",413,643,2037.037037,2060,"ß-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",705,739,,C14H31BO6Si2,362,limonox_S_blob_633,445,610,
1136,1129_1334_blob_1136,amz_lib_1129_1334,999,999,"beta-nocaryophyllonic acid, TMS",471,517,1991.946309,1985,"ß-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",718,739,,C14H31BO6Si2,362,limonox_S_blob_788,517,624,1989
1143,1129_1334_blob_1143,amz_lib_1129_1334,999,999,C7 acid,412,578,2017.777778,,"2-Cyclohexene-1-carboxylic acid, 2-(7-hydroxy-3-methyl-1,3-octadienyl)-1,3-dimethyl-4-oxo-, methyl ester, [R-[R*,S*-(E,E)]]-",594,658,,C19H28O4,320,bcp_ox_L_blob_641,513,580,2030
1146,1129_1334_blob_1146,amz_lib_1129_1334,999,999,C7 acid,418,560,2093.333333,,"ß-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",709,732,,C14H31BO6Si2,362,limonox_S_blob_1216,533,665,2098
1148,1129_1334_blob_1148,amz_lib_1129_1334,999,999,C7 acid,399,442,1749.090909,,"l-Galactopyranose, 6-deoxy-1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",664,738,,C13H29BO5Si2,332,limonox_S_blob_888,571,608,1750
1150,1129_1334_blob_1150,amz_lib_1129_1334,999,999,C7 acid,479,591,1746.666667,,"5-Hydroxymethyl-2,2,5-trimethyl-1,3-dioxane, TMS derivative",623,737,,C11H24O3Si,232,myrc_ox_L_blob_694,592,624,1746
1154,1129_1334_blob_1154,amz_lib_1129_1334,999,999,C7 acid,374,456,1579.347826,,"2,3,4-Trihydroxybutyric acid tetrakis(trimethylsilyl) deriv., (, (R*,R*)-)",821,834,,C16H40O5Si4,424,apin_ox_S_blob_570,610,743,1570
1163,1129_1334_blob_1163,amz_lib_1129_1334,999,999,C7 acid,389,516,2032.592593,,"Pregna-1,4,6-triene-3,20-dione, 17-(acetyloxy)-6,16-dimethyl-, (16α)-",618,646,,C25H32O4,396,bcp_ox_L_blob_771,491,568,2035
1168,1129_1334_blob_1168,amz_lib_1129_1334,999,999,C7 acid,421,485,1734.545455,,"α-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",630,649,,C13H26BNO6Si,331,myrc_ox_L_blob_670,593,628,1741
1173,1129_1334_blob_1173,amz_lib_1129_1334,999,999,galactosan,617,750,1696.969697,1684,"D-(-)-Ribofuranose, tetrakis(trimethylsilyl) ether (isomer 2)",767,841,1641,C17H42O5Si4,438,myrc_ox_L_blob_735,492,533,1703
1177,1129_1334_blob_1177,amz_lib_1129_1334,999,999,"beta-nocaryophyllinic acid, TMS",397,494,2137.777778,2127,"Disiloxane, (1-cyclohexyl-2-diethylboryl-1-butenyl)pentamethyl-, (E)-",595,674,,C19H41BOSi2,352,apin_ox_S_blob_592,531,695,
1179,1129_1334_blob_1179,amz_lib_1129_1334,999,999,C7 acid,412,528,1896.644295,,"ß-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",646,650,,C27H52N2O10Si3,648,limonox_S_blob_725,581,669,1893
1193,1129_1334_blob_1193,amz_lib_1129_1334,999,999,bisabolol,416,459,1764.848485,1770,"Isocitric acid lactone, 2TMS derivative",568,643,1710,C12H22O6Si2,318,limonox_L_blob_637,551,589,1774
1204,1129_1334_blob_1204,amz_lib_1129_1334,999,999,C7 acid,507,557,1443.478261,,"2-Oxooctanoic acid, TMS derivative",719,734,,C11H22O3Si,230,myrc_ox_L_blob_593,880,885,1438
1205,1129_1334_blob_1205,amz_lib_1129_1334,999,999,C10 carboxylic acid,428,501,1472.826087,1479,"2-Pentenedioic acid, 2TMS derivative",814,830,1455,C11H22O4Si2,274,apin_ox_S_blob_681,809,833,1471
1208,1129_1334_blob_1208,amz_lib_1129_1334,999,999,C7 acid,348,494,1979.865772,,"ß-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",659,665,,C27H52N2O10Si3,648,limonox_S_blob_685,499,661,1963
1209,1129_1334_blob_1209,amz_lib_1129_1334,999,999,"beta-caryophyllinic acid, TMS",400,646,2041.481481,2060,"Anthiaergosta-5,7,9-trien-3-one",572,630,,C28H42O,394,bcp_ox_L_blob_641,432,512,2030
1215,1129_1334_blob_1215,amz_lib_1129_1334,999,999,nonanol,496,543,1309.229414,1305,"1,3-Bis(trimethylsilyloxy)pentane",699,804,,C11H28O2Si2,248,apin_ox_L_blob_550,576,590,1307
1218,1129_1334_blob_1218,amz_lib_1129_1334,999,999,C35,821,848,3563.043478,3564,"Heneicosane, 11-(1-ethylpropyl)-",774,801,,C26H54,366,limonox_L_blob_543,187,221,
1227,1129_1334_blob_1227,amz_lib_1129_1334,999,999,C7 acid,414,540,1880.536913,,"Butylethylmalonic acid, bis(trimethylsilyl)- ester",642,694,,C15H32O4Si2,332,apin_ox_L_blob_523,539,598,1870
1229,1129_1334_blob_1229,amz_lib_1129_1334,999,999,C7 acid,392,416,1302.378803,,"Sulfuric acid, 2TMS derivative",741,796,1169,C6H18O4SSi2,242,apin_ox_S_blob_592,598,664,
1233,1129_1334_blob_1233,amz_lib_1129_1334,999,999,"beta-caryophyllinic acid, TMS",537,628,2068.148148,2060,"1-Naphthalenepentanol, decahydro-5-(hydroxymethyl)-5,8a-dimethyl-τ,2-bis(methylene)-, (1α,4aß,5α,8aα)-",674,755,,C20H34O2,306,bcp_ox_L_blob_758,568,634,2075
1236,1129_1334_blob_1236,amz_lib_1129_1334,999,999,C7 acid,541,626,1529.347826,,"Malic acid, 2TMS derivative",652,696,,C10H22O5Si2,278,myrc_ox_L_blob_632,660,681,1533
1241,1129_1334_blob_1241,amz_lib_1129_1334,999,999,"beta-caryophyllonic acid, TMS",494,527,1936.912752,1931,"α-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",682,717,,C16H37BO6Si3,420,limonox_S_blob_847,525,617,1925
1251,1129_1334_blob_1251,amz_lib_1129_1334,999,999,C7 acid,433,574,2091.851852,,"Methyl α-D-glucofuranoside, 4TMS derivative",727,795,,C19H46O6Si4,482,limonox_S_blob_583,486,654,2078
1264,1129_1334_blob_1264,amz_lib_1129_1334,999,999,C7 acid,437,558,2343.548387,,"d-Galactofuranose, 1-C-(2-heptyl-1,3-dithian-2-yl)-2,3,5,6-tetra-O-trimethylsilyl-",655,673,,C29H64O6S2Si4,684,limonox_S_blob_633,419,517,
1270,1129_1334_blob_1270,amz_lib_1129_1334,999,999,phthalic acid,362,382,1709.090909,1714,"Acetamide, N-[3-(diethylamino)-4-methoxyphenyl]-",658,670,,C13H20N2O2,236,bcp_ox_L_blob_682,421,462,1703
1271,1129_1334_blob_1271,amz_lib_1129_1334,999,999,C7 acid,384,525,2100.740741,,"α-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",687,753,,C13H26BNO6Si,331,limonox_S_blob_1216,518,668,2098
1274,1129_1334_blob_1274,amz_lib_1129_1334,999,999,"beta-caryophyllinic acid, TMS",457,667,2041.481481,2060,"ß-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",746,781,,C14H31BO6Si2,362,limonox_S_blob_687,440,593,
1284,1129_1334_blob_1284,amz_lib_1129_1334,999,999,"beta-caryophyllonic acid, TMS",373,572,1951.677852,1931,"13-Retinoic acid, (Z)-, TMS derivative",605,613,,C23H36O2Si,372,limonox_S_blob_706,602,653,1947
1297,1129_1334_blob_1297,amz_lib_1129_1334,999,999,C7 acid,395,472,1577.173913,,"1,12-Dodecanediol, 2TMS derivative",613,629,,C18H42O2Si2,346,limonox_S_blob_746,611,642,1576
1300,1129_1334_blob_1300,amz_lib_1129_1334,999,999,C7 acid,373,431,1602.424242,,"Propanetriol, 2-methyl-, tris-O-(trimethylsilyl)-",666,815,,C13H34O3Si3,322,myrc_ox_L_blob_622,578,601,1592
1301,1129_1334_blob_1301,amz_lib_1129_1334,999,999,erythreitol,676,723,1530.434783,1528,"Deoxyribopyranose, tris(trimethylsilyl) ether (isomer 2)",703,732,1502,C14H34O4Si3,350,myrc_ox_L_blob_846,635,664,1529
1303,1129_1334_blob_1303,amz_lib_1129_1334,999,999,C7 acid,349,371,1229.441804,,"Propanedioic acid, 2TMS derivative",809,852,1216,C9H20O4Si2,248,myrc_ox_L_blob_588,814,854,1216
1320,1129_1334_blob_1320,amz_lib_1129_1334,999,999,"beta-caryophyllinic acid, TMS",588,644,2062.222222,2060,"α-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",685,729,,C13H26BNO6Si,331,apin_ox_S_blob_592,458,626,
1323,1129_1334_blob_1323,amz_lib_1129_1334,999,999,"beta-caryophyllonic acid, TMS",401,524,1944.966443,1931,"10,12-Docosadiynedioic acid, 2TMS derivative",608,619,,C28H50O4Si2,506,limonox_S_blob_706,495,525,1947
1324,1129_1334_blob_1324,amz_lib_1129_1334,999,999,C7 acid,332,406,1416.304348,,"Acrylic acid, 2,3-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester",854,872,,C12H28O4Si3,320,myrc_ox_L_blob_718,480,642,1414
1331,1129_1334_blob_1331,amz_lib_1129_1334,999,999,C7 acid,444,532,1653.333333,,"Erythrono-1,4-lactone, (Z)-, 2TMS derivative",596,691,,C10H22O4Si2,262,myrc_ox_L_blob_630,602,666,1652
1337,1129_1334_blob_1337,amz_lib_1129_1334,999,999,"beta-caryophyllinic acid, TMS",501,569,2050.37037,2060,"Methyl galactoside (1R,2R,3S,4S,5R)-, 4TMS derivative",755,847,,C19H46O6Si4,482,apin_ox_S_blob_592,396,551,
1352,1129_1334_blob_1352,amz_lib_1129_1334,999,999,"2-Ketoglutaric acid, tri-TMS",486,520,1625.454545,1629,"l-Galactopyranose, 6-deoxy-1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",620,688,,C13H29BO5Si2,332,limonox_L_blob_559,645,675,1632
1358,1129_1334_blob_1358,amz_lib_1129_1334,999,999,C7 acid,393,497,2038.518519,,"α-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",619,688,,C14H31BO6Si2,362,apin_ox_S_blob_592,512,704,
1362,1129_1334_blob_1362,amz_lib_1129_1334,999,999,C7 acid,343,460,1962.416107,,"α-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",621,675,,C13H26BNO6Si,331,limonox_S_blob_685,542,634,1963
1364,1129_1334_blob_1364,amz_lib_1129_1334,999,999,Longifolene,0,510,1873.825503,1442,"[2,6-Bis(1-methylethyl)phenoxy](trimethyl)silane",573,620,,C15H26OSi,250,bcp_ox_L_blob_650,452,464,1878
1368,1129_1334_blob_1368,amz_lib_1129_1334,999,999,C7 acid,434,537,1640,,"α-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",631,648,,C13H26BNO6Si,331,myrc_ox_L_blob_729,628,685,1634
1374,1129_1334_blob_1374,amz_lib_1129_1334,999,999,C7 acid,439,505,1394.005716,,"6-Amino-1-hexanol, TMS derivative",688,694,1230,C9H23NOSi,189,limonox_S_blob_812,538,563,1390
1376,1129_1334_blob_1376,amz_lib_1129_1334,999,999,C7 acid,360,517,1885.90604,,"[2,6-Bis(1-methylethyl)phenoxy](trimethyl)silane",580,669,,C15H26OSi,250,limonox_S_blob_725,533,597,1893
1379,1129_1334_blob_1379,amz_lib_1129_1334,999,999,levoglucosan,392,485,1736.969697,1726,"α-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",624,651,,C14H31BO6Si2,362,limonox_S_blob_593,615,672,1732
1381,1129_1334_blob_1381,amz_lib_1129_1334,999,999,C7 acid,451,553,2034.074074,,"α-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",693,724,,C13H26BNO6Si,331,limonox_S_blob_687,457,571,
1384,1129_1334_blob_1384,amz_lib_1129_1334,999,999,bisabolol,531,563,1770.909091,1770,"α-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",662,681,,C13H26BNO6Si,331,limonox_S_blob_790,611,681,1768
1390,1129_1334_blob_1390,amz_lib_1129_1334,999,999,C7 acid,427,475,1570.652174,,"l-Galactopyranose, 6-deoxy-1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",653,681,,C13H29BO5Si2,332,limonox_S_blob_751,652,673,1564
1399,1129_1334_blob_1399,amz_lib_1129_1334,999,999,C12 diacid,454,525,2120,2120,"α-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",655,665,,C27H52N2O10Si3,648,limonox_S_blob_905,445,578,2120
1406,1129_1334_blob_1406,amz_lib_1129_1334,999,999,C7 acid,511,558,1579.347826,,"2-Propenoic acid, 3-[5-(2-hydroxypropyl)-2,2-dimethyl-1,3-dioxolan-4-yl]-, TBDMS derivative",608,609,,C17H32O5Si,344,limonox_S_blob_746,548,593,1576
1408,1129_1334_blob_1408,amz_lib_1129_1334,999,999,"beta-caryophyllinic acid, TMS",426,629,2042.962963,2060,"4,6-Dioxa-3,7-disilanonane, 2,2,3,3,7,7,8,8-octamethyl-5-[2-methyl-2-(4-methyl-3-pentenyl)cyclopropyl]-, trans-",606,635,,C23H48O2Si2,412,bcp_ox_L_blob_771,498,549,2035
1414,1129_1334_blob_1414,amz_lib_1129_1334,999,999,erythreitol,618,649,1532.608696,1528,"d-Erythrotetrofuranose, tris-O-(trimethylsilyl)-",678,749,,C13H32O4Si3,336,myrc_ox_L_blob_846,577,636,1529
1419,1129_1334_blob_1419,amz_lib_1129_1334,999,999,"beta-nocaryophyllonic acid, TMS",500,528,1986.577181,1985,"α-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",620,655,,C13H26BNO6Si,331,limonox_S_blob_685,486,644,1963
1423,1129_1334_blob_1423,amz_lib_1129_1334,999,999,glyceric acid,559,605,1343.482465,1345,"2,3-Dihydroxy-2-methylpropanoic acid, 3TMS derivative",830,876,1348,C13H32O4Si3,336,limonox_S_blob_633,555,621,
1427,1129_1334_blob_1427,amz_lib_1129_1334,999,999,"2-Ketoglutaric acid, tri-TMS",477,518,1623.030303,1629,"ß-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",592,602,,C17H37BO6Si2,404,myrc_ox_L_blob_627,590,657,1628
1440,1129_1334_blob_1440,amz_lib_1129_1334,999,999,C7 acid,335,339,1604.848485,,"1-Penten-3-one, 1-phenyl-",794,838,,C11H12O,160,apin_ox_L_blob_544,443,474,1608
1442,1129_1334_blob_1442,amz_lib_1129_1334,999,999,C7 acid,459,527,1550,,"Diglycolic acid, 2TMS derivative",673,739,,C10H22O5Si2,278,myrc_ox_L_blob_584,587,671,1567
1443,1129_1334_blob_1443,amz_lib_1129_1334,999,999,C10 diacid (sebacic acid),360,492,1906.040268,1922,"α-D-Mannopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",717,775,,C17H37BO6Si2,404,limonox_S_blob_725,530,596,1893
1448,1129_1334_blob_1448,amz_lib_1129_1334,999,999,C12 diacid,480,553,2115.555556,2120,"α-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",695,699,,C27H52N2O10Si3,648,limonox_S_blob_905,471,618,2120
1456,1129_1334_blob_1456,amz_lib_1129_1334,999,999,Me-OH-glutatric acid,495,534,1618.181818,1623,"N-Acetyl glucosamine methoxime, tetrakis(trimethylsilyl)",622,640,,C21H50N2O6Si4,538,myrc_ox_L_blob_601,579,655,1614
1462,1129_1334_blob_1462,amz_lib_1129_1334,999,999,pinonic acid,505,575,1544.565217,1550,"Hexanedioic acid, 2TMS derivative",639,788,1514,C12H26O4Si2,290,myrc_ox_L_blob_609,672,740,1543
